"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","sex","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"HSMMtube","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001067",,"Crawford","Duke",1,"416601fcae236da522aa88410fe062ae","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonHsmmtSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonHsmmtSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonHsmmtSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHsmmtSimpleSignalRep2.broadPeak.gz"
"HSMMtube","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001067","GSM993532","Crawford","Duke",2,"fe708f4bfc0ff6ff2c551dcc2b33d8c7",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonHsmmtSimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonHsmmtSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonHsmmtSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHsmmtSimpleSignalRep2V2.bigBed"
"HSMMtube","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001067",,"Crawford","Duke",1,"b7b916d3a9a64495d15883e0305bcef7","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",3,,"2.2M",3200,,"wgEncodeDukeAffyExonHsmmtSimpleSignalRep3","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonHsmmtSimpleSignalRep3.broadPeak.gz","wgEncodeDukeAffyExonHsmmtSimpleSignalRep3.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHsmmtSimpleSignalRep3.broadPeak.gz"
"HSMMtube","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001067","GSM993533","Crawford","Duke",2,"b7cc59301916ad68cc400adc2b591183",,,"wgEncode",3,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonHsmmtSimpleSignalRep3V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonHsmmtSimpleSignalRep3V2.bigBed","wgEncodeDukeAffyExonHsmmtSimpleSignalRep3V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHsmmtSimpleSignalRep3V2.bigBed"
"HSMMtube_FSHD","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002694","GSM993534","Crawford","Duke",2,"fabba180ee1f807544ff08e5b1ddf656",,,"wgEncode",1,,"1.2M",6080,,"wgEncodeDukeAffyExonHsmmtubefshdSimpleSignalRep1","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonHsmmtubefshdSimpleSignalRep1.bigBed","wgEncodeDukeAffyExonHsmmtubefshdSimpleSignalRep1.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHsmmtubefshdSimpleSignalRep1.bigBed"
"HSMMtube_FSHD","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002694","GSM993535","Crawford","Duke",2,"da1b5058aba96b3525f95ddd3a6afb29",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonHsmmtubefshdSimpleSignalRep2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonHsmmtubefshdSimpleSignalRep2.bigBed","wgEncodeDukeAffyExonHsmmtubefshdSimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHsmmtubefshdSimpleSignalRep2.bigBed"
"HSMMtube_FSHD","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002694","GSM993536","Crawford","Duke",2,"466defb3bdcd1bd3f07c19536f513c31",,,"wgEncode",3,,"1.2M",6080,,"wgEncodeDukeAffyExonHsmmtubefshdSimpleSignalRep3","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonHsmmtubefshdSimpleSignalRep3.bigBed","wgEncodeDukeAffyExonHsmmtubefshdSimpleSignalRep3.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHsmmtubefshdSimpleSignalRep3.bigBed"
"HTR8svn","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001068",,"Crawford","Duke",1,"2dd5fca45f3ea7943a2b2a7e34e1bc35","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonHtr8SimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonHtr8SimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonHtr8SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHtr8SimpleSignalRep1.broadPeak.gz"
"HTR8svn","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001068","GSM993537","Crawford","Duke",2,"c3ff0d9758e7dac9e1ca7d640fce93cb",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonHtr8SimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonHtr8SimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonHtr8SimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHtr8SimpleSignalRep1V2.bigBed"
"HTR8svn","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001068",,"Crawford","Duke",1,"e71c979bcf5c59a35906aa2953d153ff","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonHtr8SimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonHtr8SimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonHtr8SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHtr8SimpleSignalRep2.broadPeak.gz"
"HTR8svn","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001068","GSM993538","Crawford","Duke",2,"627c264822703d26d117517020ef8bf6",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonHtr8SimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonHtr8SimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonHtr8SimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHtr8SimpleSignalRep2V2.bigBed"
"Huh-7.5","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001071",,"Crawford","Duke",1,"0ac75a9f6020798f6a7b1da3216a48a3","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonHuh75SimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonHuh75SimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonHuh75SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHuh75SimpleSignalRep1.broadPeak.gz"
"Huh-7.5","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001071","GSM993541","Crawford","Duke",2,"a8a9a29b03d66d8e05df7926a5f04f4b",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonHuh75SimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonHuh75SimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonHuh75SimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHuh75SimpleSignalRep1V2.bigBed"
"Huh-7.5","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH001071","GSM993542","Crawford","Duke",2,"bfce5cbf9deff5ba1eaf1ca428934f3b",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonHuh75SimpleSignalRep2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonHuh75SimpleSignalRep2.bigBed","wgEncodeDukeAffyExonHuh75SimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHuh75SimpleSignalRep2.bigBed"
"Huh-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001070",,"Crawford","Duke",1,"776ddb2636d288a7f45ccd693b87e1c5","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonHuh7SimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonHuh7SimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonHuh7SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHuh7SimpleSignalRep1.broadPeak.gz"
"Huh-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001070","GSM993539","Crawford","Duke",2,"d609dc0ec561fbda0510d02b3a46109f",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonHuh7SimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonHuh7SimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonHuh7SimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHuh7SimpleSignalRep1V2.bigBed"
"Huh-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH001070","GSM993540","Crawford","Duke",2,"619dbdee32653b6d721101c20e669e71",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonHuh7SimpleSignalRep2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonHuh7SimpleSignalRep2.bigBed","wgEncodeDukeAffyExonHuh7SimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHuh7SimpleSignalRep2.bigBed"
"HUVEC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000226",,"Crawford","Duke",1,"93af1fd558690a74d9f056df37edf42a","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonHuvecSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonHuvecSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonHuvecSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHuvecSimpleSignalRep1.broadPeak.gz"
"HUVEC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000226","GSM993543","Crawford","Duke",2,"5b927b2ed142f451a91091ae238b10f1",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonHuvecSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonHuvecSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonHuvecSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHuvecSimpleSignalRep1V2.bigBed"
"HUVEC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000226",,"Crawford","Duke",1,"141803a4968c1929123c66cd13ce76db","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonHuvecSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonHuvecSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonHuvecSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHuvecSimpleSignalRep2.broadPeak.gz"
"HUVEC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000226","GSM993544","Crawford","Duke",2,"f92201a28aa7f05ad5d962da109726b3",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonHuvecSimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonHuvecSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonHuvecSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonHuvecSimpleSignalRep2V2.bigBed"
"iPS","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001078",,"Crawford","Duke",1,"1ffef5f0b2886f0c4e26c5dd721afc20","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonIpsSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonIpsSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonIpsSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonIpsSimpleSignalRep1.broadPeak.gz"
"iPS","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001078",,"Crawford","Duke",1,"faf295e5502a7b837bcd1f64211d981c","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonIpsSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonIpsSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonIpsSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonIpsSimpleSignalRep2.broadPeak.gz"
"iPS","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001078",,"Crawford","Duke",1,"625afa5da177dd3891bd90f414089e11","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",3,,"2.2M",3200,,"wgEncodeDukeAffyExonIpsSimpleSignalRep3","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonIpsSimpleSignalRep3.broadPeak.gz","wgEncodeDukeAffyExonIpsSimpleSignalRep3.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonIpsSimpleSignalRep3.broadPeak.gz"
"iPS_CWRU1","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002701","GSM993545","Crawford","Duke",2,"87a0ce5095c7e36c147a82c6d33bc96e",,,"wgEncode",1,,"1.2M",6080,,"wgEncodeDukeAffyExonIpscwru1SimpleSignalRep1","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonIpscwru1SimpleSignalRep1.bigBed","wgEncodeDukeAffyExonIpscwru1SimpleSignalRep1.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonIpscwru1SimpleSignalRep1.bigBed"
"iPS_CWRU1","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002701","GSM993546","Crawford","Duke",2,"fa51e58ef8197b7db54a37b0797ce84e",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonIpscwru1SimpleSignalRep2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonIpscwru1SimpleSignalRep2.bigBed","wgEncodeDukeAffyExonIpscwru1SimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonIpscwru1SimpleSignalRep2.bigBed"
"iPS_NIHi11","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002702","GSM993547","Crawford","Duke",2,"bbf2fe130b4971eced08b02af0f4ac84",,,"wgEncode",1,,"1.2M",6080,,"wgEncodeDukeAffyExonIpsnihi11SimpleSignalRep1","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonIpsnihi11SimpleSignalRep1.bigBed","wgEncodeDukeAffyExonIpsnihi11SimpleSignalRep1.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonIpsnihi11SimpleSignalRep1.bigBed"
"iPS_NIHi11","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002702","GSM993548","Crawford","Duke",2,"bd52dd8e625affe88ed8728b46043b60",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonIpsnihi11SimpleSignalRep2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonIpsnihi11SimpleSignalRep2.bigBed","wgEncodeDukeAffyExonIpsnihi11SimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonIpsnihi11SimpleSignalRep2.bigBed"
"iPS_NIHi7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002703","GSM993549","Crawford","Duke",2,"49a860524084bd5c13c54e0a34957489",,,"wgEncode",1,,"1.2M",6080,,"wgEncodeDukeAffyExonIpsnihi7SimpleSignalRep1","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonIpsnihi7SimpleSignalRep1.bigBed","wgEncodeDukeAffyExonIpsnihi7SimpleSignalRep1.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonIpsnihi7SimpleSignalRep1.bigBed"
"iPS_NIHi7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002703","GSM993550","Crawford","Duke",2,"7e87e3f5ce098a654e75235e0d08fa51",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonIpsnihi7SimpleSignalRep2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonIpsnihi7SimpleSignalRep2.bigBed","wgEncodeDukeAffyExonIpsnihi7SimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonIpsnihi7SimpleSignalRep2.bigBed"
"K562","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002695","GSM993558","Crawford","Duke",2,"b38b25195389fb9f98017cc699a7944d",,,"wgEncode",1,,"1.2M",6080,,"wgEncodeDukeAffyExonK562NabutSimpleSignalRep1","NaBut","bigBed","SimpleSignal","wgEncodeDukeAffyExonK562NabutSimpleSignalRep1.bigBed","wgEncodeDukeAffyExonK562NabutSimpleSignalRep1.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonK562NabutSimpleSignalRep1.bigBed"
"K562","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002695","GSM993559","Crawford","Duke",2,"bc91863099f6e912a8df87ad4bbfc5b4",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonK562NabutSimpleSignalRep2","NaBut","bigBed","SimpleSignal","wgEncodeDukeAffyExonK562NabutSimpleSignalRep2.bigBed","wgEncodeDukeAffyExonK562NabutSimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonK562NabutSimpleSignalRep2.bigBed"
"K562","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002695","GSM993560","Crawford","Duke",2,"b27f0c57201905166aa25212649b53d6",,,"wgEncode",3,,"1.2M",6080,,"wgEncodeDukeAffyExonK562NabutSimpleSignalRep3","NaBut","bigBed","SimpleSignal","wgEncodeDukeAffyExonK562NabutSimpleSignalRep3.bigBed","wgEncodeDukeAffyExonK562NabutSimpleSignalRep3.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonK562NabutSimpleSignalRep3.bigBed"
"K562","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002695","GSM993561","Crawford","Duke",2,"8561536944e623427649e936c5aaf2a0",,,"wgEncode",4,,"1.2M",6080,,"wgEncodeDukeAffyExonK562NabutSimpleSignalRep4","NaBut","bigBed","SimpleSignal","wgEncodeDukeAffyExonK562NabutSimpleSignalRep4.bigBed","wgEncodeDukeAffyExonK562NabutSimpleSignalRep4.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonK562NabutSimpleSignalRep4.bigBed"
"K562","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001072",,"Crawford","Duke",1,"9000e566f2aead90060d00f2cd664472","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonK562SimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonK562SimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonK562SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonK562SimpleSignalRep1.broadPeak.gz"
"K562","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001072","GSM993552","Crawford","Duke",2,"3a733b9cf664bfb99ac9c82c1bea15bf",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonK562SimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonK562SimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonK562SimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonK562SimpleSignalRep1V2.bigBed"
"K562","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001072",,"Crawford","Duke",1,"4cacf14b7a4d2909ef91a9bf9806ce43","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonK562SimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonK562SimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonK562SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonK562SimpleSignalRep2.broadPeak.gz"
