"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","sex","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"FibroP_AG08395","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002704","GSM993469","Crawford","Duke",2,"d4535894e53fa9bb8ce0d91398f5b98c",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonFibropag08395SimpleSignalRep2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonFibropag08395SimpleSignalRep2.bigBed","wgEncodeDukeAffyExonFibropag08395SimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibropag08395SimpleSignalRep2.bigBed"
"FibroP_AG08395","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002704","GSM993470","Crawford","Duke",2,"3525af9105fb5819829c1a9046892190",,,"wgEncode",3,,"1.2M",6080,,"wgEncodeDukeAffyExonFibropag08395SimpleSignalRep3","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonFibropag08395SimpleSignalRep3.bigBed","wgEncodeDukeAffyExonFibropag08395SimpleSignalRep3.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibropag08395SimpleSignalRep3.bigBed"
"FibroP_AG08396","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002705","GSM993471","Crawford","Duke",2,"be44d8fe0467e0f7b4b3b8a68dc8e2ce",,,"wgEncode",1,,"1.2M",6080,,"wgEncodeDukeAffyExonFibropag08396SimpleSignalRep1","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonFibropag08396SimpleSignalRep1.bigBed","wgEncodeDukeAffyExonFibropag08396SimpleSignalRep1.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibropag08396SimpleSignalRep1.bigBed"
"FibroP_AG08396","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002705","GSM993472","Crawford","Duke",2,"af89229c85ab9801513523bd37ac1356",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonFibropag08396SimpleSignalRep2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonFibropag08396SimpleSignalRep2.bigBed","wgEncodeDukeAffyExonFibropag08396SimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibropag08396SimpleSignalRep2.bigBed"
"FibroP_AG08396","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002705","GSM993473","Crawford","Duke",2,"9e268161a85aff6f03791216c164e107",,,"wgEncode",3,,"1.2M",6080,,"wgEncodeDukeAffyExonFibropag08396SimpleSignalRep3","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonFibropag08396SimpleSignalRep3.bigBed","wgEncodeDukeAffyExonFibropag08396SimpleSignalRep3.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibropag08396SimpleSignalRep3.bigBed"
"FibroP_AG20443","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002706","GSM993474","Crawford","Duke",2,"c623cb0dc096effaeb7236c708287cd9",,,"wgEncode",1,,"1.2M",6080,,"wgEncodeDukeAffyExonFibropag20443SimpleSignalRep1","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonFibropag20443SimpleSignalRep1.bigBed","wgEncodeDukeAffyExonFibropag20443SimpleSignalRep1.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibropag20443SimpleSignalRep1.bigBed"
"FibroP_AG20443","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002706","GSM993475","Crawford","Duke",2,"de14d08c12ab2b65ba5d838d151dba9b",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonFibropag20443SimpleSignalRep2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonFibropag20443SimpleSignalRep2.bigBed","wgEncodeDukeAffyExonFibropag20443SimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibropag20443SimpleSignalRep2.bigBed"
"FibroP_AG20443","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002706","GSM993476","Crawford","Duke",2,"d21120c541d92f072ba625dccb171371",,,"wgEncode",3,,"1.2M",6080,,"wgEncodeDukeAffyExonFibropag20443SimpleSignalRep3","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonFibropag20443SimpleSignalRep3.bigBed","wgEncodeDukeAffyExonFibropag20443SimpleSignalRep3.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibropag20443SimpleSignalRep3.bigBed"
"Gliobla","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000224",,"Crawford","Duke",1,"94449bbd89b54c05f6e39b59bad01dda","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonGlioblaSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonGlioblaSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonGlioblaSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGlioblaSimpleSignalRep1.broadPeak.gz"
"Gliobla","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000224","GSM993477","Crawford","Duke",2,"0dcc176f9e447c1bfa58502ab0f41fc7",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonGlioblaSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonGlioblaSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonGlioblaSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGlioblaSimpleSignalRep1V2.bigBed"
"Gliobla","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000224",,"Crawford","Duke",1,"12c1f2fb5a11f3c4bcbc6b98aa101d13","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonGlioblaSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonGlioblaSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonGlioblaSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGlioblaSimpleSignalRep2.broadPeak.gz"
"Gliobla","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000224","GSM993478","Crawford","Duke",2,"769c73be8082924b2fe16fdf2abfaa99",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonGlioblaSimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonGlioblaSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonGlioblaSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGlioblaSimpleSignalRep2V2.bigBed"
"Gliobla","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH000224",,"Crawford","Duke",1,"72b46a62eb08bf1fe69bec4c77116747","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",3,,"2.2M",3200,,"wgEncodeDukeAffyExonGlioblaSimpleSignalRep3","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonGlioblaSimpleSignalRep3.broadPeak.gz","wgEncodeDukeAffyExonGlioblaSimpleSignalRep3.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGlioblaSimpleSignalRep3.broadPeak.gz"
"Gliobla","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000224","GSM993479","Crawford","Duke",2,"92722d479dca0660acb8b9472eabde4c",,,"wgEncode",3,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonGlioblaSimpleSignalRep3V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonGlioblaSimpleSignalRep3V2.bigBed","wgEncodeDukeAffyExonGlioblaSimpleSignalRep3V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGlioblaSimpleSignalRep3V2.bigBed"
"Gliobla","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH000224",,"Crawford","Duke",1,"1b046e51bfc4857f4f710cbb4ee5213a","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",4,,"2.2M",3200,,"wgEncodeDukeAffyExonGlioblaSimpleSignalRep4","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonGlioblaSimpleSignalRep4.broadPeak.gz","wgEncodeDukeAffyExonGlioblaSimpleSignalRep4.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGlioblaSimpleSignalRep4.broadPeak.gz"
"Gliobla","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000224","GSM993480","Crawford","Duke",2,"f89d593a451d6b47dd5829b1f6a75c41",,,"wgEncode",4,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonGlioblaSimpleSignalRep4V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonGlioblaSimpleSignalRep4V2.bigBed","wgEncodeDukeAffyExonGlioblaSimpleSignalRep4V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGlioblaSimpleSignalRep4V2.bigBed"
"GM12878","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000217",,"Crawford","Duke",1,"a2728a6c1521c93d4871505582a93c38","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonGm12878SimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonGm12878SimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonGm12878SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm12878SimpleSignalRep1.broadPeak.gz"
"GM12878","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000217","GSM993481","Crawford","Duke",2,"b8bdbf98058ec0586882794e9639f2aa",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonGm12878SimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonGm12878SimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonGm12878SimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm12878SimpleSignalRep1V2.bigBed"
"GM12878","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000217",,"Crawford","Duke",1,"9903f84d9f2e6ca88209027c826ced36","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonGm12878SimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonGm12878SimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonGm12878SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm12878SimpleSignalRep2.broadPeak.gz"
"GM12878","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000217","GSM993482","Crawford","Duke",2,"6c32dff4696a878c9b386a274f6f4c6c",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonGm12878SimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonGm12878SimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonGm12878SimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm12878SimpleSignalRep2V2.bigBed"
"GM12878","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000217",,"Crawford","Duke",1,"1b0b44696b5a21f7cdbb47d044599e80","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",3,,"2.2M",3200,,"wgEncodeDukeAffyExonGm12878SimpleSignalRep3","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonGm12878SimpleSignalRep3.broadPeak.gz","wgEncodeDukeAffyExonGm12878SimpleSignalRep3.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm12878SimpleSignalRep3.broadPeak.gz"
"GM12878","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000217","GSM993483","Crawford","Duke",2,"09c351207df625d09641ba9ea64f6cc1",,,"wgEncode",3,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonGm12878SimpleSignalRep3V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonGm12878SimpleSignalRep3V2.bigBed","wgEncodeDukeAffyExonGm12878SimpleSignalRep3V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm12878SimpleSignalRep3V2.bigBed"
"GM12891","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000218",,"Crawford","Duke",1,"c8650095069233d6500daf9fde6178e4","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonGm12891SimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonGm12891SimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonGm12891SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm12891SimpleSignalRep1.broadPeak.gz"
"GM12891","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000218","GSM993484","Crawford","Duke",2,"5db9cca8150bf655bb1b7a2259189683",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonGm12891SimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonGm12891SimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonGm12891SimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm12891SimpleSignalRep1V2.bigBed"
"GM12891","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000218",,"Crawford","Duke",1,"cf821ec3e1c81699549616af7821ce71","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonGm12891SimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonGm12891SimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonGm12891SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm12891SimpleSignalRep2.broadPeak.gz"
"GM12891","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000218","GSM993485","Crawford","Duke",2,"be3c61021e25e93d5791ef2e9a4929a3",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonGm12891SimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonGm12891SimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonGm12891SimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm12891SimpleSignalRep2V2.bigBed"
"GM12892","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000219",,"Crawford","Duke",1,"0b2d99579a35fed93287dc02dd5f12fa","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonGm12892SimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonGm12892SimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonGm12892SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm12892SimpleSignalRep1.broadPeak.gz"
"GM12892","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000219","GSM993486","Crawford","Duke",2,"e35a3b99cd5649fe86b76f951923121d",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonGm12892SimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonGm12892SimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonGm12892SimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm12892SimpleSignalRep1V2.bigBed"
"GM12892","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000219",,"Crawford","Duke",1,"7d7cc5cb4e2699493bd35bc8a193b6ff","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonGm12892SimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonGm12892SimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonGm12892SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm12892SimpleSignalRep2.broadPeak.gz"
"GM12892","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000219","GSM993487","Crawford","Duke",2,"27fe0f5e02cab612c322e585225d849d",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonGm12892SimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonGm12892SimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonGm12892SimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm12892SimpleSignalRep2V2.bigBed"
"GM18507","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000220",,"Crawford","Duke",1,"ccf2540aa7006e133395831dee4b54dd","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonGm18507SimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonGm18507SimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonGm18507SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm18507SimpleSignalRep1.broadPeak.gz"
"GM18507","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000220","GSM993488","Crawford","Duke",2,"cd9f0c261439dd7df03dfe16d623bc0d",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonGm18507SimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonGm18507SimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonGm18507SimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm18507SimpleSignalRep1V2.bigBed"
"GM18507","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000220",,"Crawford","Duke",1,"04f1d8702fd6839a88cdbb66ce810100","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonGm18507SimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonGm18507SimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonGm18507SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm18507SimpleSignalRep2.broadPeak.gz"
"GM18507","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000220","GSM993489","Crawford","Duke",2,"c7cc3e84c4ecc1ec0b5d2c60d43f5eb7",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonGm18507SimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonGm18507SimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonGm18507SimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm18507SimpleSignalRep2V2.bigBed"
"GM18507","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000220",,"Crawford","Duke",1,"6b4ef2aae13489276928ac8d383526b0","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",3,,"2.2M",3200,,"wgEncodeDukeAffyExonGm18507SimpleSignalRep3","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonGm18507SimpleSignalRep3.broadPeak.gz","wgEncodeDukeAffyExonGm18507SimpleSignalRep3.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm18507SimpleSignalRep3.broadPeak.gz"
"GM18507","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000220","GSM993490","Crawford","Duke",2,"6032e3ead090e9e682e866e6c51cbccd",,,"wgEncode",3,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonGm18507SimpleSignalRep3V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonGm18507SimpleSignalRep3V2.bigBed","wgEncodeDukeAffyExonGm18507SimpleSignalRep3V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonGm18507SimpleSignalRep3V2.bigBed"
