"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","orig_assembly","project","replicate","set_type","size","sub_id","table_name","treatment","type","view","filename","fname","url"
"CTCF","WI-38","wgEncodeUwTfbs","std","wgEncodeEH001903","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001902",,"GSM1022634","Stam","UW","DS18348","lmax-v1.0","a60c161e74780cafa7169540c23ee93d","hg19","wgEncode",2,"exp","445K",4395,"wgEncodeUwTfbsWi38CtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsWi38CtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsWi38CtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsWi38CtcfStdPkRep2.narrowPeak.gz"
"CTCF","WI-38","wgEncodeUwTfbs","std","wgEncodeEH001903","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001902",,"GSM1022637","Stam","UW","DS18347","lmax-v1.0","d6148e5d95de79bc574b39101563b597","hg19","wgEncode",1,"exp","508K",4394,"wgEncodeUwTfbsWi38CtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsWi38CtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsWi38CtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsWi38CtcfStdPkRep1.narrowPeak.gz"
"CTCF","WI-38","wgEncodeUwTfbs","std","wgEncodeEH001903","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001902",,"GSM1022634","Stam","UW","DS18348","Hotspot-v5.2","56b0a7d57f0a88add4b635ac3a765d18","hg19","wgEncode",2,"exp","2.6M",4395,"wgEncodeUwTfbsWi38CtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsWi38CtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsWi38CtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsWi38CtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","WI-38","wgEncodeUwTfbs","std","wgEncodeEH001903","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001902",,"GSM1022637","Stam","UW","DS18347","Hotspot-v5.2","2a0df09a35b705237351ae481aa82077","hg19","wgEncode",1,"exp","1.6M",4394,"wgEncodeUwTfbsWi38CtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsWi38CtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsWi38CtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsWi38CtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","WERI-Rb-1","wgEncodeUwTfbs","std","wgEncodeEH000475","ChipSeq","ENCODE June 2010 Freeze",#2010-06-15#,#2009-07-02#,#2010-04-02#,"wgEncodeEH000402",,"GSM749679","Stam","UW","DS10408","lmax-v1.0","d3b4032778c0d2aae425952ac89ed139","hg18","wgEncode",2,"exp","697K",1492,"wgEncodeUwTfbsWerirb1CtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsWerirb1CtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsWerirb1CtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsWerirb1CtcfStdPkRep2.narrowPeak.gz"
"CTCF","WERI-Rb-1","wgEncodeUwTfbs","std","wgEncodeEH000475","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2009-07-02#,#2010-04-02#,"wgEncodeEH000402",,"GSM749768","Stam","UW","DS10701","lmax-v1.0","8b4e4973819a7b9f556172882199b3d9","hg18","wgEncode",1,"exp","1.1M",1315,"wgEncodeUwTfbsWerirb1CtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsWerirb1CtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsWerirb1CtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsWerirb1CtcfStdPkRep1.narrowPeak.gz"
"CTCF","WERI-Rb-1","wgEncodeUwTfbs","std","wgEncodeEH000475","ChipSeq","ENCODE June 2010 Freeze",#2010-06-15#,#2009-07-02#,#2010-04-02#,"wgEncodeEH000402",,"GSM749679","Stam","UW","DS10408","Hotspot-v5.1","0f646f61cacfe0f21c78dbfe961b4634","hg18","wgEncode",2,"exp","2.7M",1492,"wgEncodeUwTfbsWerirb1CtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsWerirb1CtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsWerirb1CtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsWerirb1CtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","WERI-Rb-1","wgEncodeUwTfbs","std","wgEncodeEH000475","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2009-07-02#,#2010-04-02#,"wgEncodeEH000402",,"GSM749768","Stam","UW","DS10701","Hotspot-v5.1","65968d574c3d7e4d9554e03507cc8e05","hg18","wgEncode",1,"exp","3.3M",1315,"wgEncodeUwTfbsWerirb1CtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsWerirb1CtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsWerirb1CtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsWerirb1CtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","SK-N-SH_RA","wgEncodeUwTfbs","std","wgEncodeEH000474","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2010-06-10#,#2011-03-09#,"wgEncodeEH000439",,"GSM749667","Stam","UW","DS12400","lmax-v1.0","1564f3e09164f441c6b6b87d8aaf9dd8","hg18","wgEncode",2,"exp","894K",1314,"wgEncodeUwTfbsSknshraCtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsSknshraCtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsSknshraCtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsSknshraCtcfStdPkRep2.narrowPeak.gz"
"CTCF","SK-N-SH_RA","wgEncodeUwTfbs","std","wgEncodeEH000474","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2009-10-19#,#2010-07-19#,"wgEncodeEH000439",,"GSM749693","Stam","UW","DS12399","lmax-v1.0","d8ab7dcdd22ed428a6c1d8cf296dffc5","hg18","wgEncode",1,"exp","905K",1313,"wgEncodeUwTfbsSknshraCtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsSknshraCtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsSknshraCtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsSknshraCtcfStdPkRep1.narrowPeak.gz"
"CTCF","SK-N-SH_RA","wgEncodeUwTfbs","std","wgEncodeEH000474","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2010-06-10#,#2011-03-09#,"wgEncodeEH000439",,"GSM749667","Stam","UW","DS12400","Hotspot-v5.1","9b2b5f54de9b05e474468d611a702be3","hg18","wgEncode",2,"exp","2.5M",1314,"wgEncodeUwTfbsSknshraCtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsSknshraCtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsSknshraCtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsSknshraCtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","SK-N-SH_RA","wgEncodeUwTfbs","std","wgEncodeEH000474","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2009-10-19#,#2010-07-19#,"wgEncodeEH000439",,"GSM749693","Stam","UW","DS12399","Hotspot-v5.1","11a3f58ed4d43e4bf6cf193cfa3d5219","hg18","wgEncode",1,"exp","2.4M",1313,"wgEncodeUwTfbsSknshraCtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsSknshraCtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsSknshraCtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsSknshraCtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","SAEC","wgEncodeUwTfbs","std","wgEncodeEH000473","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2010-06-10#,#2011-03-09#,"wgEncodeEH000437",,"GSM749779","Stam","UW","DS12397","lmax-v1.0","772bfb88e8cf6aad3cae3467a73f969d","hg18","wgEncode",2,"exp","840K",1311,"wgEncodeUwTfbsSaecCtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsSaecCtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsSaecCtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsSaecCtcfStdPkRep2.narrowPeak.gz"
"CTCF","SAEC","wgEncodeUwTfbs","std","wgEncodeEH000473","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2009-10-19#,#2010-07-19#,"wgEncodeEH000437",,"GSM749684","Stam","UW","DS12398","lmax-v1.0","5477edaaa4ae7c17ab6288a99066c007","hg18","wgEncode",1,"exp","747K",1312,"wgEncodeUwTfbsSaecCtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsSaecCtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsSaecCtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsSaecCtcfStdPkRep1.narrowPeak.gz"
"CTCF","SAEC","wgEncodeUwTfbs","std","wgEncodeEH000473","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2009-10-19#,#2010-07-19#,"wgEncodeEH000437",,"GSM749779","Stam","UW","DS12397","Hotspot-v5.1","87554063ad0ddbb38329e9a3731c8812","hg18","wgEncode",2,"exp","2.3M",1311,"wgEncodeUwTfbsSaecCtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsSaecCtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsSaecCtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsSaecCtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","SAEC","wgEncodeUwTfbs","std","wgEncodeEH000473","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2009-10-19#,#2010-07-19#,"wgEncodeEH000437",,"GSM749684","Stam","UW","DS12398","Hotspot-v5.1","0f02e6cc1c8cfb90996bf15ab0240d78","hg18","wgEncode",1,"exp","2.2M",1312,"wgEncodeUwTfbsSaecCtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsSaecCtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsSaecCtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsSaecCtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","RPTEC","wgEncodeUwTfbs","std","wgEncodeEH002045","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-29#,#2012-04-28#,"wgEncodeEH002059",,"GSM1022666","Stam","UW","DS18337","lmax-v1.0","7b0383c6a7fa3159890f4a4d93fa8d93","hg19","wgEncode",2,"exp","760K",4681,"wgEncodeUwTfbsRptecCtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsRptecCtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsRptecCtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsRptecCtcfStdPkRep2.narrowPeak.gz"
"CTCF","RPTEC","wgEncodeUwTfbs","std","wgEncodeEH002045","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-29#,#2012-04-28#,"wgEncodeEH002059",,"GSM1022667","Stam","UW","DS18338","lmax-v1.0","01fa7d32e0dfdf68296abaa7bd841c06","hg19","wgEncode",1,"exp","892K",4682,"wgEncodeUwTfbsRptecCtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsRptecCtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsRptecCtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsRptecCtcfStdPkRep1.narrowPeak.gz"
"CTCF","RPTEC","wgEncodeUwTfbs","std","wgEncodeEH002045","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-29#,#2012-04-28#,"wgEncodeEH002059",,"GSM1022666","Stam","UW","DS18337","Hotspot-v5.2","efbe729aaafd6b005d43326cb5ae5df9","hg19","wgEncode",2,"exp","2.2M",4681,"wgEncodeUwTfbsRptecCtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsRptecCtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsRptecCtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsRptecCtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","RPTEC","wgEncodeUwTfbs","std","wgEncodeEH002045","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-29#,#2012-04-28#,"wgEncodeEH002059",,"GSM1022667","Stam","UW","DS18338","Hotspot-v5.2","6f9d58657279ff45dbb92ab56b7b4ee0","hg19","wgEncode",1,"exp","2.6M",4682,"wgEncodeUwTfbsRptecCtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsRptecCtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsRptecCtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsRptecCtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","NHLF","wgEncodeUwTfbs","std","wgEncodeEH002043","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002548",,"GSM1022626","Stam","UW","DS16349","lmax-v1.0","48a51fbc5d3c55523a17188b1c0125b3","hg19","wgEncode",1,"exp","706K",5183,"wgEncodeUwTfbsNhlfCtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsNhlfCtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsNhlfCtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsNhlfCtcfStdPkRep1.narrowPeak.gz"
"CTCF","NHLF","wgEncodeUwTfbs","std","wgEncodeEH002043","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002548",,"GSM1022626","Stam","UW","DS16349","Hotspot-v5.2","8b8af271382f63035dcf0dc92af4905d","hg19","wgEncode",1,"exp","3.0M",5183,"wgEncodeUwTfbsNhlfCtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsNhlfCtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsNhlfCtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsNhlfCtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","NHEK","wgEncodeUwTfbs","std","wgEncodeEH000472","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2010-06-10#,#2011-03-09#,"wgEncodeEH000406",,"GSM749747","Stam","UW","DS11556","lmax-v1.0","fa6a965eddd8af78a433b2a3476dc47e","hg18","wgEncode",2,"exp","683K",1309,"wgEncodeUwTfbsNhekCtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsNhekCtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsNhekCtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsNhekCtcfStdPkRep2.narrowPeak.gz"
"CTCF","NHEK","wgEncodeUwTfbs","std","wgEncodeEH000472","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2009-09-21#,#2010-06-20#,"wgEncodeEH000406",,"GSM749707","Stam","UW","DS12396","lmax-v1.0","491bfef856c0181341b7f6b59a95e611","hg18","wgEncode",1,"exp","802K",1310,"wgEncodeUwTfbsNhekCtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsNhekCtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsNhekCtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsNhekCtcfStdPkRep1.narrowPeak.gz"
"CTCF","NHEK","wgEncodeUwTfbs","std","wgEncodeEH000472","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2009-10-19#,#2010-07-19#,"wgEncodeEH000406",,"GSM749747","Stam","UW","DS11556","Hotspot-v5.1","6c95086e05b0287db969ff64e7929bb6","hg18","wgEncode",2,"exp","1.8M",1309,"wgEncodeUwTfbsNhekCtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsNhekCtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsNhekCtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsNhekCtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","NHEK","wgEncodeUwTfbs","std","wgEncodeEH000472","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2009-09-21#,#2010-06-20#,"wgEncodeEH000406",,"GSM749707","Stam","UW","DS12396","Hotspot-v5.1","2220c2d926f376f2b9af56ea01e5b117","hg18","wgEncode",1,"exp","2.1M",1310,"wgEncodeUwTfbsNhekCtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsNhekCtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsNhekCtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsNhekCtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","NHDF-neo","wgEncodeUwTfbs","std","wgEncodeEH000972","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-29#,#2012-04-28#,"wgEncodeEH002058",,"GSM1022676","Stam","UW","DS16205","lmax-v1.0","f866d5f14382ccd11bfb96f4ca5cadb0","hg19","wgEncode",2,"exp","633K",4679,"wgEncodeUwTfbsNhdfneoCtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsNhdfneoCtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsNhdfneoCtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsNhdfneoCtcfStdPkRep2.narrowPeak.gz"
"CTCF","NHDF-neo","wgEncodeUwTfbs","std","wgEncodeEH000972","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-29#,#2012-04-28#,"wgEncodeEH002058",,"GSM1022675","Stam","UW","DS16204","lmax-v1.0","d4ea64eaea2f05ee0678a03549222ff0","hg19","wgEncode",1,"exp","773K",4678,"wgEncodeUwTfbsNhdfneoCtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsNhdfneoCtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsNhdfneoCtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsNhdfneoCtcfStdPkRep1.narrowPeak.gz"
"CTCF","NHDF-neo","wgEncodeUwTfbs","std","wgEncodeEH000972","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-29#,#2012-04-28#,"wgEncodeEH002058",,"GSM1022676","Stam","UW","DS16205","Hotspot-v5.2","386be1162846ea88c343478ef998abec","hg19","wgEncode",2,"exp","2.7M",4679,"wgEncodeUwTfbsNhdfneoCtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsNhdfneoCtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsNhdfneoCtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsNhdfneoCtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","NHDF-neo","wgEncodeUwTfbs","std","wgEncodeEH000972","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-29#,#2012-04-28#,"wgEncodeEH002058",,"GSM1022675","Stam","UW","DS16204","Hotspot-v5.2","4954352012f64d5ecf98c5bf7de1ed00","hg19","wgEncode",1,"exp","2.4M",4678,"wgEncodeUwTfbsNhdfneoCtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsNhdfneoCtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsNhdfneoCtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsNhdfneoCtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","NB4","wgEncodeUwTfbs","std","wgEncodeEH000970","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001898",,"GSM1022643","Stam","UW","DS16345","lmax-v1.0","3fa9131f818463a639f99a3a80fc74a0","hg19","wgEncode",1,"exp","719K",4393,"wgEncodeUwTfbsNb4CtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsNb4CtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsNb4CtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsNb4CtcfStdPkRep1.narrowPeak.gz"
"CTCF","NB4","wgEncodeUwTfbs","std","wgEncodeEH000970","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-24#,"wgEncodeEH001898",,"GSM1022643","Stam","UW","DS16345","Hotspot-v5.2","d10a5d5c99a5c26823cf4906b06ac796","hg19","wgEncode",1,"exp","3.2M",4393,"wgEncodeUwTfbsNb4CtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsNb4CtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsNb4CtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsNb4CtcfStdHotspotsRep1.broadPeak.gz"
"CTCF","MCF-7","wgEncodeUwTfbs","std","wgEncodeEH000968","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-29#,#2012-04-28#,"wgEncodeEH002057",,"GSM1022663","Stam","UW","DS16199","lmax-v1.0","64a8c89348e3f69b4c3a9fc36cb0da51","hg19","wgEncode",2,"exp","808K",4676,"wgEncodeUwTfbsMcf7CtcfStdPkRep2","None","narrowPeak","Peaks","wgEncodeUwTfbsMcf7CtcfStdPkRep2.narrowPeak.gz","wgEncodeUwTfbsMcf7CtcfStdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsMcf7CtcfStdPkRep2.narrowPeak.gz"
"CTCF","MCF-7","wgEncodeUwTfbs","std","wgEncodeEH000968","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-29#,#2012-04-28#,"wgEncodeEH002057",,"GSM1022658","Stam","UW","DS16200","lmax-v1.0","f2e1890897b03a2fd59a60948dbba044","hg19","wgEncode",1,"exp","991K",4677,"wgEncodeUwTfbsMcf7CtcfStdPkRep1","None","narrowPeak","Peaks","wgEncodeUwTfbsMcf7CtcfStdPkRep1.narrowPeak.gz","wgEncodeUwTfbsMcf7CtcfStdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsMcf7CtcfStdPkRep1.narrowPeak.gz"
"CTCF","MCF-7","wgEncodeUwTfbs","std","wgEncodeEH000968","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-29#,#2012-04-28#,"wgEncodeEH002057",,"GSM1022663","Stam","UW","DS16199","Hotspot-v5.2","6e78911d9912368701c997c05d7d7d62","hg19","wgEncode",2,"exp","3.0M",4676,"wgEncodeUwTfbsMcf7CtcfStdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwTfbsMcf7CtcfStdHotspotsRep2.broadPeak.gz","wgEncodeUwTfbsMcf7CtcfStdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsMcf7CtcfStdHotspotsRep2.broadPeak.gz"
"CTCF","MCF-7","wgEncodeUwTfbs","std","wgEncodeEH000968","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-29#,#2012-04-28#,"wgEncodeEH002057",,"GSM1022658","Stam","UW","DS16200","Hotspot-v5.2","1fc754fe9caad9eec482bf652d977f2a","hg19","wgEncode",1,"exp","3.4M",4677,"wgEncodeUwTfbsMcf7CtcfStdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwTfbsMcf7CtcfStdHotspotsRep1.broadPeak.gz","wgEncodeUwTfbsMcf7CtcfStdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsMcf7CtcfStdHotspotsRep1.broadPeak.gz"
