"cell_type","experiment","fname","url"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","Histone H3K9me3","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K9me3.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/Histone_H3K9me3/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K9me3.HuFNSC01.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","Histone H3K9me3","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K9me3.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/Histone_H3K9me3/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K9me3.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","MeDIP-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.MeDIP-Seq.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/MeDIP-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.MeDIP-Seq.HuFNSC01.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","MeDIP-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.MeDIP-Seq.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/MeDIP-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.MeDIP-Seq.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","MRE-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.MRE-Seq.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/MRE-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.MRE-Seq.HuFNSC01.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","MRE-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.MRE-Seq.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/MRE-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.MRE-Seq.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","mRNA-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.mRNA-Seq.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/mRNA-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.mRNA-Seq.HuFNSC01.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","mRNA-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.mRNA-Seq.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/mRNA-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.mRNA-Seq.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","smRNA-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.smRNA-Seq.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/smRNA-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.smRNA-Seq.HuFNSC01.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","smRNA-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.smRNA-Seq.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/smRNA-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.smRNA-Seq.HuFNSC02.wig.gz"
"Pancreatic Islets","ChIP-Seq Input","BI.Pancreatic_Islets.Input.pancreatic_islets_normal_3_27_09.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Pancreatic_Islets/ChIP-Seq_Input/BI.Pancreatic_Islets.Input.pancreatic_islets_normal_3_27_09.wig.gz"
"Pancreatic Islets","Histone H3K27me3","BI.Pancreatic_Islets.H3K27me3.pancreatic_islets_normal_3_27_09.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Pancreatic_Islets/Histone_H3K27me3/BI.Pancreatic_Islets.H3K27me3.pancreatic_islets_normal_3_27_09.wig.gz"
"Pancreatic Islets","Histone H3K36me3","BI.Pancreatic_Islets.H3K36me3.pancreatic_islets_normal_3_27_09.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Pancreatic_Islets/Histone_H3K36me3/BI.Pancreatic_Islets.H3K36me3.pancreatic_islets_normal_3_27_09.wig.gz"
"Pancreatic Islets","Histone H3K4me1","BI.Pancreatic_Islets.H3K4me1.pancreatic_islets_normal_3_27_09.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Pancreatic_Islets/Histone_H3K4me1/BI.Pancreatic_Islets.H3K4me1.pancreatic_islets_normal_3_27_09.wig.gz"
"Pancreatic Islets","Histone H3K4me3","BI.Pancreatic_Islets.H3K4me3.pancreatic_islets_normal_3_27_09.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Pancreatic_Islets/Histone_H3K4me3/BI.Pancreatic_Islets.H3K4me3.pancreatic_islets_normal_3_27_09.wig.gz"
"Pancreatic Islets","Histone H3K9ac","BI.Pancreatic_Islets.H3K9ac.pancreatic_islets_normal_3_27_09.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Pancreatic_Islets/Histone_H3K9ac/BI.Pancreatic_Islets.H3K9ac.pancreatic_islets_normal_3_27_09.wig.gz"
"Pancreatic Islets","Histone H3K9me3","BI.Pancreatic_Islets.H3K9me3.pancreatic_islets_normal_0_0_00.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Pancreatic_Islets/Histone_H3K9me3/BI.Pancreatic_Islets.H3K9me3.pancreatic_islets_normal_0_0_00.wig.gz"
"Pancreatic Islets","Reduced Representation Bisulfite-Seq","BI.Pancreatic_Islets.RRBS.pancreatic_islets_normal_0_0_00.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Pancreatic_Islets/Reduced_Representation_Bisulfite-Seq/BI.Pancreatic_Islets.RRBS.pancreatic_islets_normal_0_0_00.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","ChIP-Seq Input","UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.Input.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/ChIP-Seq_Input/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.Input.skin01.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","ChIP-Seq Input","UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.Input.skin02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/ChIP-Seq_Input/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.Input.skin02.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","Chromatin Accessibility","UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin01.DS18224.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/Chromatin_Accessibility/UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin01.DS18224.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","Chromatin Accessibility","UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin01.DS18229.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/Chromatin_Accessibility/UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin01.DS18229.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","Chromatin Accessibility","UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin02.DS18252.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/Chromatin_Accessibility/UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin02.DS18252.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","Chromatin Accessibility","UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin02.DS18256.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/Chromatin_Accessibility/UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin02.DS18256.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","Histone H3K27me3","UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K27me3.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/Histone_H3K27me3/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K27me3.skin01.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","Histone H3K27me3","UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K27me3.skin02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/Histone_H3K27me3/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K27me3.skin02.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","Histone H3K36me3","UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K36me3.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/Histone_H3K36me3/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K36me3.skin01.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","Histone H3K36me3","UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K36me3.skin02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/Histone_H3K36me3/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K36me3.skin02.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","Histone H3K4me1","UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K4me1.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/Histone_H3K4me1/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K4me1.skin01.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","Histone H3K4me3","UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K4me3.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/Histone_H3K4me3/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K4me3.skin01.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","Histone H3K9me3","UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K9me3.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/Histone_H3K9me3/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K9me3.skin01.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","Histone H3K9me3","UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K9me3.skin02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/Histone_H3K9me3/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.H3K9me3.skin02.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","MeDIP-Seq","UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.MeDIP-Seq.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/MeDIP-Seq/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.MeDIP-Seq.skin01.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","MRE-Seq","UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.MRE-Seq.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/MRE-Seq/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.MRE-Seq.skin01.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","mRNA-Seq","UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.mRNA-Seq.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/mRNA-Seq/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.mRNA-Seq.skin01.wig.gz"
"Penis Foreskin Fibroblast Primary Cells","smRNA-Seq","UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.smRNA-Seq.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Fibroblast_Primary_Cells/smRNA-Seq/UCSF-UBC.Penis_Foreskin_Fibroblast_Primary_Cells.smRNA-Seq.skin01.wig.gz"
"Penis Foreskin Keratinocyte Primary Cells","ChIP-Seq Input","UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.Input.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Keratinocyte_Primary_Cells/ChIP-Seq_Input/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.Input.skin01.wig.gz"
"Penis Foreskin Keratinocyte Primary Cells","Chromatin Accessibility","UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18692.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Keratinocyte_Primary_Cells/Chromatin_Accessibility/UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18692.wig.gz"
"Penis Foreskin Keratinocyte Primary Cells","Chromatin Accessibility","UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18695.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Keratinocyte_Primary_Cells/Chromatin_Accessibility/UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18695.wig.gz"
"Penis Foreskin Keratinocyte Primary Cells","Chromatin Accessibility","UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin02.DS18714.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Keratinocyte_Primary_Cells/Chromatin_Accessibility/UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin02.DS18714.wig.gz"
"Penis Foreskin Keratinocyte Primary Cells","Chromatin Accessibility","UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin02.DS18718.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Keratinocyte_Primary_Cells/Chromatin_Accessibility/UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin02.DS18718.wig.gz"
"Penis Foreskin Keratinocyte Primary Cells","Histone H3K27me3","UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K27me3.skin01.A05937.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Keratinocyte_Primary_Cells/Histone_H3K27me3/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K27me3.skin01.A05937.wig.gz"
"Penis Foreskin Keratinocyte Primary Cells","Histone H3K27me3","UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K27me3.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Keratinocyte_Primary_Cells/Histone_H3K27me3/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K27me3.skin01.wig.gz"
"Penis Foreskin Keratinocyte Primary Cells","Histone H3K4me1","UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K4me1.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Keratinocyte_Primary_Cells/Histone_H3K4me1/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K4me1.skin01.wig.gz"
"Penis Foreskin Keratinocyte Primary Cells","Histone H3K4me3","UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K4me3.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Keratinocyte_Primary_Cells/Histone_H3K4me3/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K4me3.skin01.wig.gz"
"Penis Foreskin Keratinocyte Primary Cells","Histone H3K9ac","UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K9ac.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Keratinocyte_Primary_Cells/Histone_H3K9ac/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.H3K9ac.skin01.wig.gz"
"Penis Foreskin Keratinocyte Primary Cells","MeDIP-Seq","UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.MeDIP-Seq.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Keratinocyte_Primary_Cells/MeDIP-Seq/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.MeDIP-Seq.skin01.wig.gz"
"Penis Foreskin Keratinocyte Primary Cells","MRE-Seq","UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.MRE-Seq.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Keratinocyte_Primary_Cells/MRE-Seq/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.MRE-Seq.skin01.wig.gz"
"Penis Foreskin Keratinocyte Primary Cells","mRNA-Seq","UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.mRNA-Seq.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Keratinocyte_Primary_Cells/mRNA-Seq/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.mRNA-Seq.skin01.wig.gz"
"Penis Foreskin Keratinocyte Primary Cells","smRNA-Seq","UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.smRNA-Seq.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Keratinocyte_Primary_Cells/smRNA-Seq/UCSF-UBC.Penis_Foreskin_Keratinocyte_Primary_Cells.smRNA-Seq.skin01.wig.gz"
"Penis Foreskin Melanocyte Primary Cells","Chromatin Accessibility","UW.Penis_Foreskin_Melanocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18590.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Melanocyte_Primary_Cells/Chromatin_Accessibility/UW.Penis_Foreskin_Melanocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18590.wig.gz"
"Penis Foreskin Melanocyte Primary Cells","Chromatin Accessibility","UW.Penis_Foreskin_Melanocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18601.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Melanocyte_Primary_Cells/Chromatin_Accessibility/UW.Penis_Foreskin_Melanocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18601.wig.gz"
"Penis Foreskin Melanocyte Primary Cells","MeDIP-Seq","UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.MeDIP-Seq.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Melanocyte_Primary_Cells/MeDIP-Seq/UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.MeDIP-Seq.skin01.wig.gz"
"Penis Foreskin Melanocyte Primary Cells","MRE-Seq","UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.MRE-Seq.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Melanocyte_Primary_Cells/MRE-Seq/UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.MRE-Seq.skin01.wig.gz"
"Penis Foreskin Melanocyte Primary Cells","mRNA-Seq","UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.mRNA-Seq.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Melanocyte_Primary_Cells/mRNA-Seq/UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.mRNA-Seq.skin01.wig.gz"
"Penis Foreskin Melanocyte Primary Cells","smRNA-Seq","UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.smRNA-Seq.skin01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Penis_Foreskin_Melanocyte_Primary_Cells/smRNA-Seq/UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.smRNA-Seq.skin01.wig.gz"
"Peripheral Blood Mononuclear Primary Cells","ChIP-Seq Input","UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.Input.TC010.HS2625.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Peripheral_Blood_Mononuclear_Primary_Cells/ChIP-Seq_Input/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.Input.TC010.HS2625.wig.gz"
"Peripheral Blood Mononuclear Primary Cells","ChIP-Seq Input","UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.Input.TC010.HS2626.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Peripheral_Blood_Mononuclear_Primary_Cells/ChIP-Seq_Input/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.Input.TC010.HS2626.wig.gz"
"Peripheral Blood Mononuclear Primary Cells","ChIP-Seq Input","UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.Input.TC012.HS2743.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Peripheral_Blood_Mononuclear_Primary_Cells/ChIP-Seq_Input/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.Input.TC012.HS2743.wig.gz"
"Peripheral Blood Mononuclear Primary Cells","Histone H3K27me3","UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K27me3.TC010.HS2621.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Peripheral_Blood_Mononuclear_Primary_Cells/Histone_H3K27me3/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K27me3.TC010.HS2621.wig.gz"
"Peripheral Blood Mononuclear Primary Cells","Histone H3K36me3","UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K36me3.TC010.HS2624.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Peripheral_Blood_Mononuclear_Primary_Cells/Histone_H3K36me3/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K36me3.TC010.HS2624.wig.gz"
"Peripheral Blood Mononuclear Primary Cells","Histone H3K4me1","UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K4me1.TC012.HS2745.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Peripheral_Blood_Mononuclear_Primary_Cells/Histone_H3K4me1/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K4me1.TC012.HS2745.wig.gz"
"Peripheral Blood Mononuclear Primary Cells","Histone H3K9ac","UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K9ac.TC010.HS2623.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Peripheral_Blood_Mononuclear_Primary_Cells/Histone_H3K9ac/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K9ac.TC010.HS2623.wig.gz"
"Peripheral Blood Mononuclear Primary Cells","Histone H3K9ac","UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K9ac.TC012.HS2744.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Peripheral_Blood_Mononuclear_Primary_Cells/Histone_H3K9ac/UCSF-UBC.Peripheral_Blood_Mononuclear_Primary_Cells.H3K9ac.TC012.HS2744.wig.gz"
