"cell_type","experiment","fname","url"
"Fetal Renal Pelvis Left","Chromatin Accessibility","UW.Fetal_Renal_Pelvis_Left.ChromatinAccessibility.H-24169.DS18964.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Renal_Pelvis_Left/Chromatin_Accessibility/UW.Fetal_Renal_Pelvis_Left.ChromatinAccessibility.H-24169.DS18964.wig.gz"
"Fetal Renal Pelvis Left","Chromatin Accessibility","UW.Fetal_Renal_Pelvis_Left.ChromatinAccessibility.H-24232.DS19238.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Renal_Pelvis_Left/Chromatin_Accessibility/UW.Fetal_Renal_Pelvis_Left.ChromatinAccessibility.H-24232.DS19238.wig.gz"
"Fetal Renal Pelvis Right","Chromatin Accessibility","UW.Fetal_Renal_Pelvis_Right.ChromatinAccessibility.H-23871.DS17548.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Renal_Pelvis_Right/Chromatin_Accessibility/UW.Fetal_Renal_Pelvis_Right.ChromatinAccessibility.H-23871.DS17548.wig.gz"
"Fetal Renal Pelvis Right","Chromatin Accessibility","UW.Fetal_Renal_Pelvis_Right.ChromatinAccessibility.H-24111.DS18663.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Renal_Pelvis_Right/Chromatin_Accessibility/UW.Fetal_Renal_Pelvis_Right.ChromatinAccessibility.H-24111.DS18663.wig.gz"
"Fetal Renal Pelvis Right","Chromatin Accessibility","UW.Fetal_Renal_Pelvis_Right.ChromatinAccessibility.H-24169.DS18961.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Renal_Pelvis_Right/Chromatin_Accessibility/UW.Fetal_Renal_Pelvis_Right.ChromatinAccessibility.H-24169.DS18961.wig.gz"
"Fetal Renal Pelvis Right","Chromatin Accessibility","UW.Fetal_Renal_Pelvis_Right.ChromatinAccessibility.H-24232.DS19235.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Renal_Pelvis_Right/Chromatin_Accessibility/UW.Fetal_Renal_Pelvis_Right.ChromatinAccessibility.H-24232.DS19235.wig.gz"
"Fetal Skin","Chromatin Accessibility","UW.Fetal_Skin.ChromatinAccessibility.H-22337.DS10987.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Skin/Chromatin_Accessibility/UW.Fetal_Skin.ChromatinAccessibility.H-22337.DS10987.wig.gz"
"Fetal Spinal Cord","Chromatin Accessibility","UW.Fetal_Spinal_Cord.ChromatinAccessibility.H-24111.DS18501.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Spinal_Cord/Chromatin_Accessibility/UW.Fetal_Spinal_Cord.ChromatinAccessibility.H-24111.DS18501.wig.gz"
"Fetal Spleen","Chromatin Accessibility","UW.Fetal_Spleen.ChromatinAccessibility.H-23399.DS17448.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Spleen/Chromatin_Accessibility/UW.Fetal_Spleen.ChromatinAccessibility.H-23399.DS17448.wig.gz"
"Fetal Stomach","Chromatin Accessibility","UW.Fetal_Stomach.ChromatinAccessibility.H-23589.DS16530.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Stomach/Chromatin_Accessibility/UW.Fetal_Stomach.ChromatinAccessibility.H-23589.DS16530.wig.gz"
"Fetal Stomach","Chromatin Accessibility","UW.Fetal_Stomach.ChromatinAccessibility.H-23758.DS17172.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Stomach/Chromatin_Accessibility/UW.Fetal_Stomach.ChromatinAccessibility.H-23758.DS17172.wig.gz"
"Fetal Stomach","Chromatin Accessibility","UW.Fetal_Stomach.ChromatinAccessibility.H-23769.DS17325.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Stomach/Chromatin_Accessibility/UW.Fetal_Stomach.ChromatinAccessibility.H-23769.DS17325.wig.gz"
"Fetal Stomach","Chromatin Accessibility","UW.Fetal_Stomach.ChromatinAccessibility.H-23887.DS17659.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Stomach/Chromatin_Accessibility/UW.Fetal_Stomach.ChromatinAccessibility.H-23887.DS17659.wig.gz"
"Fetal Stomach","Chromatin Accessibility","UW.Fetal_Stomach.ChromatinAccessibility.H-23914.DS17750.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Stomach/Chromatin_Accessibility/UW.Fetal_Stomach.ChromatinAccessibility.H-23914.DS17750.wig.gz"
"Fetal Stomach","Chromatin Accessibility","UW.Fetal_Stomach.ChromatinAccessibility.H-23964.DS17878.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Stomach/Chromatin_Accessibility/UW.Fetal_Stomach.ChromatinAccessibility.H-23964.DS17878.wig.gz"
"Fetal Stomach","Chromatin Accessibility","UW.Fetal_Stomach.ChromatinAccessibility.H-24005.DS17963.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Stomach/Chromatin_Accessibility/UW.Fetal_Stomach.ChromatinAccessibility.H-24005.DS17963.wig.gz"
"Fetal Stomach","Chromatin Accessibility","UW.Fetal_Stomach.ChromatinAccessibility.H-24078.DS18389.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Stomach/Chromatin_Accessibility/UW.Fetal_Stomach.ChromatinAccessibility.H-24078.DS18389.wig.gz"
"Fetal Stomach","Chromatin Accessibility","UW.Fetal_Stomach.ChromatinAccessibility.H-24125.DS18821.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Stomach/Chromatin_Accessibility/UW.Fetal_Stomach.ChromatinAccessibility.H-24125.DS18821.wig.gz"
"Fetal Thymus","Chromatin Accessibility","UW.Fetal_Thymus.ChromatinAccessibility.H-23589.DS16490.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Thymus/Chromatin_Accessibility/UW.Fetal_Thymus.ChromatinAccessibility.H-23589.DS16490.wig.gz"
"Fetal Thymus","Chromatin Accessibility","UW.Fetal_Thymus.ChromatinAccessibility.H-23663.DS16841.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Thymus/Chromatin_Accessibility/UW.Fetal_Thymus.ChromatinAccessibility.H-23663.DS16841.wig.gz"
"Fetal Thymus","Chromatin Accessibility","UW.Fetal_Thymus.ChromatinAccessibility.H-23769.DS17323.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Thymus/Chromatin_Accessibility/UW.Fetal_Thymus.ChromatinAccessibility.H-23769.DS17323.wig.gz"
"Fetal Thymus","Chromatin Accessibility","UW.Fetal_Thymus.ChromatinAccessibility.H-23833.DS17474.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Thymus/Chromatin_Accessibility/UW.Fetal_Thymus.ChromatinAccessibility.H-23833.DS17474.wig.gz"
"Fetal Thymus","Chromatin Accessibility","UW.Fetal_Thymus.ChromatinAccessibility.H-23964.DS17875.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Thymus/Chromatin_Accessibility/UW.Fetal_Thymus.ChromatinAccessibility.H-23964.DS17875.wig.gz"
"Fetal Thymus","Chromatin Accessibility","UW.Fetal_Thymus.ChromatinAccessibility.H-23964.DS17876.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Thymus/Chromatin_Accessibility/UW.Fetal_Thymus.ChromatinAccessibility.H-23964.DS17876.wig.gz"
"Fetal Thymus","Chromatin Accessibility","UW.Fetal_Thymus.ChromatinAccessibility.H-24078.DS18382.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Fetal_Thymus/Chromatin_Accessibility/UW.Fetal_Thymus.ChromatinAccessibility.H-24078.DS18382.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","ChIP-Seq Input","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.Input.AK149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/ChIP-Seq_Input/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.Input.AK149.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","ChIP-Seq Input","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.Input.SK344.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/ChIP-Seq_Input/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.Input.SK344.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Chromatin Accessibility","UW.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.ChromatinAccessibility.DS18732.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Chromatin_Accessibility/UW.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.ChromatinAccessibility.DS18732.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Chromatin Accessibility","UW.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.ChromatinAccessibility.DS19310.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Chromatin_Accessibility/UW.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.ChromatinAccessibility.DS19310.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H2AK5ac","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2AK5ac.AK126.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H2AK5ac/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2AK5ac.AK126.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H2AK5ac","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2AK5ac.AK170.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H2AK5ac/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2AK5ac.AK170.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H2BK5ac","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2BK5ac.AK127.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H2BK5ac/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2BK5ac.AK127.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H2BK5ac","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2BK5ac.AK171.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H2BK5ac/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2BK5ac.AK171.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K23ac","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K23ac.AK173.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K23ac/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K23ac.AK173.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K27ac","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.AK147.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K27ac/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.AK147.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K27ac","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.SK340.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K27ac/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.SK340.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K27me3","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27me3.AK132.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K27me3/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27me3.AK132.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K27me3","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27me3.AK148.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K27me3/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27me3.AK148.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K36me3","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K36me3.AK137.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K36me3/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K36me3.AK137.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K4me1","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K4me1.AK133.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K4me1/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K4me1.AK133.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K4me1","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K4me1.AK163.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K4me1/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K4me1.AK163.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K4me2","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K4me2.AK134.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K4me2/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K4me2.AK134.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K4me2","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K4me2.AK164.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K4me2/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K4me2.AK164.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K4me3","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K4me3.AK135.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K4me3/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K4me3.AK135.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K4me3","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K4me3.AK165.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K4me3/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K4me3.AK165.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K79me1","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K79me1.AK138.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K79me1/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K79me1.AK138.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K79me1","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K79me1.AK168.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K79me1/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K79me1.AK168.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K79me2","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K79me2.AK169.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K79me2/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K79me2.AK169.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K9ac","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K9ac.AK128.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K9ac/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K9ac.AK128.wig.gz"
"H1 BMP4 Derived Mesendoderm Cultured Cells","Histone H3K9ac","UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K9ac.AK172.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Mesendoderm_Cultured_Cells/Histone_H3K9ac/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K9ac.AK172.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Bisulfite-Seq","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Bisulfite-Seq.combined.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Bisulfite-Seq/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Bisulfite-Seq.combined.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Bisulfite-Seq","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Bisulfite-Seq.methylC-seq_h1+bmp4_r1a.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Bisulfite-Seq/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Bisulfite-Seq.methylC-seq_h1+bmp4_r1a.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Bisulfite-Seq","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Bisulfite-Seq.methylC-seq_h1+bmp4_r1b.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Bisulfite-Seq/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Bisulfite-Seq.methylC-seq_h1+bmp4_r1b.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Bisulfite-Seq","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Bisulfite-Seq.methylC-seq_h1+bmp4_r1c.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Bisulfite-Seq/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Bisulfite-Seq.methylC-seq_h1+bmp4_r1c.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Bisulfite-Seq","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Bisulfite-Seq.methylC-seq_h1+bmp4_r2a.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Bisulfite-Seq/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Bisulfite-Seq.methylC-seq_h1+bmp4_r2a.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Bisulfite-Seq","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Bisulfite-Seq.methylC-seq_h1+bmp4_r2b.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Bisulfite-Seq/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Bisulfite-Seq.methylC-seq_h1+bmp4_r2b.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Bisulfite-Seq","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Bisulfite-Seq.methylC-seq_h1+bmp4_r2c.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Bisulfite-Seq/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Bisulfite-Seq.methylC-seq_h1+bmp4_r2c.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","ChIP-Seq Input","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Input.SK457.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/ChIP-Seq_Input/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Input.SK457.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","ChIP-Seq Input","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Input.SK458.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/ChIP-Seq_Input/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Input.SK458.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K23ac","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K23ac.SK512.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K23ac/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K23ac.SK512.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K23ac","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K23ac.SK513.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K23ac/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K23ac.SK513.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K27ac","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.SK447.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K27ac/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.SK447.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K27ac","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.SK449.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K27ac/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.SK449.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K27me3","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27me3.SK448.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K27me3/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27me3.SK448.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K27me3","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27me3.SK450.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K27me3/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27me3.SK450.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K36me3","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K36me3.LH3.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K36me3/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K36me3.LH3.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K36me3","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K36me3.LH7.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K36me3/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K36me3.LH7.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K4me1","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me1.LH1.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K4me1/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me1.LH1.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K4me1","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me1.LH5.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K4me1/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me1.LH5.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K4me2","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me2.SK497.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K4me2/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me2.SK497.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K4me2","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me2.SK498.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K4me2/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me2.SK498.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K4me3","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me3.LH2.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K4me3/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me3.LH2.wig.gz"
