"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","seq_platform","set_type","sex","size","software_version","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"H4K20me1","HSMMtube","wgEncodeBroadHistone","std","wgEncodeEH001001","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-06-21#,#2011-03-21#,"wgEncodeEH001010","GSM733644","Bernstein","Broad",,"79cf4101a2d711744e325f1c42bc689c",,"hg19","wgEncode",,,"exp",,"416M",,2838,,"wgEncodeBroadHistoneHsmmtH4k20me1StdSig","None","bigWig","Signal","wgEncodeBroadHistoneHsmmtH4k20me1StdSig.bigWig","wgEncodeBroadHistoneHsmmtH4k20me1StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHsmmtH4k20me1StdSig.bigWig"
"Input","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-06-21#,#2011-03-21#,"wgEncodeEH000060","GSM733715","Bernstein","Broad",,"74e42f9df42aeab133ec0deea48b1a85",,"hg18","wgEncode",,,"exp",,"436M",,2883,,"wgEncodeBroadHistoneHuvecControlStdSig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecControlStdSig.bigWig","wgEncodeBroadHistoneHuvecControlStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecControlStdSig.bigWig"
"CTCF","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-05-05#,"wgEncodeEH000054","GSM733716","Bernstein","Broad",,"a2d44a17c7d4a6abba66c667871926ed",,"hg18","wgEncode",,,"exp",,"1.1M","ScriptureVPaperR3",2873,,"wgEncodeBroadHistoneHuvecCtcfStdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHuvecCtcfStdPk.broadPeak.gz","wgEncodeBroadHistoneHuvecCtcfStdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecCtcfStdPk.broadPeak.gz"
"CTCF","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2009-01-06#,#2009-10-06#,"wgEncodeEH000054","GSM733716","Bernstein","Broad",,"491d90d59a61cd35938804c849464b1e",,"hg18","wgEncode",,,"exp",,"288M",,2873,,"wgEncodeBroadHistoneHuvecCtcfStdSig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecCtcfStdSig.bigWig","wgEncodeBroadHistoneHuvecCtcfStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecCtcfStdSig.bigWig"
"EZH2_(39875)","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003084","GSM1003518","Bernstein","Broad",,"4f2232055d3bc4b27b1197b44cab64bd",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"1.8M","ScriptureVPaperR3",6008,,"wgEncodeBroadHistoneHuvecEzh239875Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneHuvecEzh239875Pk.broadPeak.gz","wgEncodeBroadHistoneHuvecEzh239875Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecEzh239875Pk.broadPeak.gz"
"EZH2_(39875)","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003084","GSM1003518","Bernstein","Broad",,"2c856632505d5271dfb7c4442b4c25e5",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"496M",,6008,,"wgEncodeBroadHistoneHuvecEzh239875Sig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecEzh239875Sig.bigWig","wgEncodeBroadHistoneHuvecEzh239875Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecEzh239875Sig.bigWig"
"H2A.Z","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-26#,#2012-07-25#,"wgEncodeEH002436","GSM1003556","Bernstein","Broad",,"9932b674e4a7d43dea409a8ffcdea5d5",,"hg19","wgEncode",,,"exp",,"2.0M","ScriptureVPaperR3",5018,,"wgEncodeBroadHistoneHuvecH2azPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHuvecH2azPk.broadPeak.gz","wgEncodeBroadHistoneHuvecH2azPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH2azPk.broadPeak.gz"
"H2A.Z","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-26#,#2012-07-25#,"wgEncodeEH002436","GSM1003556","Bernstein","Broad",,"582e9ae4b5142549a9945c33c056f2c0",,"hg19","wgEncode",,,"exp",,"459M",,5018,,"wgEncodeBroadHistoneHuvecH2azSig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecH2azSig.bigWig","wgEncodeBroadHistoneHuvecH2azSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH2azSig.bigWig"
"H3K9me3","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003085","GSM1003517","Bernstein","Broad",,"bfa06a03f748ea4ac767c47bc840c8a6",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"809K","ScriptureVPaperR3",6009,,"wgEncodeBroadHistoneHuvecH3k09me3Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneHuvecH3k09me3Pk.broadPeak.gz","wgEncodeBroadHistoneHuvecH3k09me3Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k09me3Pk.broadPeak.gz"
"H3K9me3","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003085","GSM1003517","Bernstein","Broad",,"2a8f20d5b6a6e5917723a25ba8007a78",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"483M",,6009,,"wgEncodeBroadHistoneHuvecH3k09me3Sig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecH3k09me3Sig.bigWig","wgEncodeBroadHistoneHuvecH3k09me3Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k09me3Sig.bigWig"
"H3K27ac","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-05-05#,"wgEncodeEH000055","GSM733691","Bernstein","Broad",,"045c6895636fbe3e55f79f2266a272fb",,"hg18","wgEncode",,,"exp",,"977K","ScriptureVPaperR3",2874,,"wgEncodeBroadHistoneHuvecH3k27acStdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHuvecH3k27acStdPk.broadPeak.gz","wgEncodeBroadHistoneHuvecH3k27acStdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k27acStdPk.broadPeak.gz"
"H3K27ac","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2009-01-06#,#2009-10-06#,"wgEncodeEH000055","GSM733691","Bernstein","Broad",,"5ab0cc0d6511dd9417a976c485b2ff57",,"hg18","wgEncode",,,"exp",,"296M",,2874,,"wgEncodeBroadHistoneHuvecH3k27acStdSig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecH3k27acStdSig.bigWig","wgEncodeBroadHistoneHuvecH3k27acStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k27acStdSig.bigWig"
"H3K27me3","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-05-05#,"wgEncodeEH000038","GSM733688","Bernstein","Broad",,"4446cca6f0791b24f4bf41eb75128f5f",,"hg18","wgEncode",,,"exp",,"845K","ScriptureVPaperR3",2875,,"wgEncodeBroadHistoneHuvecH3k27me3StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHuvecH3k27me3StdPk.broadPeak.gz","wgEncodeBroadHistoneHuvecH3k27me3StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k27me3StdPk.broadPeak.gz"
"H3K27me3","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2009-01-05#,#2009-10-05#,"wgEncodeEH000038","GSM733688","Bernstein","Broad",,"513bd68067748efd7d60e4b3415031f8",,"hg18","wgEncode",,,"exp",,"398M",,2875,,"wgEncodeBroadHistoneHuvecH3k27me3StdSig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecH3k27me3StdSig.bigWig","wgEncodeBroadHistoneHuvecH3k27me3StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k27me3StdSig.bigWig"
"H3K36me3","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-12#,#2011-05-05#,"wgEncodeEH000056","GSM733757","Bernstein","Broad",,"35d0fe81c4b2fb1e853bf6ed5baa9d0d",,"hg18","wgEncode",,,"exp",,"602K","ScriptureVPaperR3",2970,,"wgEncodeBroadHistoneHuvecH3k36me3StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHuvecH3k36me3StdPk.broadPeak.gz","wgEncodeBroadHistoneHuvecH3k36me3StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k36me3StdPk.broadPeak.gz"
"H3K36me3","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-10-26#,#2009-01-06#,#2009-10-06#,"wgEncodeEH000056","GSM733757","Bernstein","Broad",,"91231e6dcef26f7e90208c18cdafaf76",,"hg18","wgEncode",,,"exp",,"431M",,2732,,"wgEncodeBroadHistoneHuvecH3k36me3StdSig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecH3k36me3StdSig.bigWig","wgEncodeBroadHistoneHuvecH3k36me3StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k36me3StdSig.bigWig"
"H3K4me1","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-05-05#,"wgEncodeEH000039","GSM733690","Bernstein","Broad",,"a286fe9c8b1415e1b73c0392be6898d6",,"hg18","wgEncode",,,"exp",,"1.8M","ScriptureVPaperR3",2876,,"wgEncodeBroadHistoneHuvecH3k4me1StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHuvecH3k4me1StdPk.broadPeak.gz","wgEncodeBroadHistoneHuvecH3k4me1StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k4me1StdPk.broadPeak.gz"
"H3K4me1","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2009-01-05#,#2009-10-05#,"wgEncodeEH000039","GSM733690","Bernstein","Broad",,"8c96b3374dd49be97c5087483807b151",,"hg18","wgEncode",,,"exp",,"345M",,2876,,"wgEncodeBroadHistoneHuvecH3k4me1StdSig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecH3k4me1StdSig.bigWig","wgEncodeBroadHistoneHuvecH3k4me1StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k4me1StdSig.bigWig"
"H3K4me2","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-05-05#,"wgEncodeEH000040","GSM733683","Bernstein","Broad",,"dbd1fb32ea69120cb2b48ec130a30e83",,"hg18","wgEncode",,,"exp",,"1.3M","ScriptureVPaperR3",2877,,"wgEncodeBroadHistoneHuvecH3k4me2StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHuvecH3k4me2StdPk.broadPeak.gz","wgEncodeBroadHistoneHuvecH3k4me2StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k4me2StdPk.broadPeak.gz"
"H3K4me2","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2009-01-05#,#2009-10-05#,"wgEncodeEH000040","GSM733683","Bernstein","Broad",,"bfea78304b7005f9af27485c9ee76eda",,"hg18","wgEncode",,,"exp",,"350M",,2877,,"wgEncodeBroadHistoneHuvecH3k4me2StdSig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecH3k4me2StdSig.bigWig","wgEncodeBroadHistoneHuvecH3k4me2StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k4me2StdSig.bigWig"
"H3K4me3","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-05-05#,"wgEncodeEH000041","GSM733673","Bernstein","Broad",,"d9e4714069a1f69911cbdafbadf2c701",,"hg18","wgEncode",,,"exp",,"670K","ScriptureVPaperR3",2878,,"wgEncodeBroadHistoneHuvecH3k4me3StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHuvecH3k4me3StdPk.broadPeak.gz","wgEncodeBroadHistoneHuvecH3k4me3StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k4me3StdPk.broadPeak.gz"
"H3K4me3","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2009-01-05#,#2009-10-05#,"wgEncodeEH000041","GSM733673","Bernstein","Broad",,"f9d3af3fd6d4a3e3c70cd38a038e043a",,"hg18","wgEncode",,,"exp",,"343M",,2878,,"wgEncodeBroadHistoneHuvecH3k4me3StdSig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecH3k4me3StdSig.bigWig","wgEncodeBroadHistoneHuvecH3k4me3StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k4me3StdSig.bigWig"
"H3K79me2","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-26#,#2012-07-25#,"wgEncodeEH002437","GSM1003555","Bernstein","Broad",,"9203abeb7d0e553ec9e898e14ee471ca",,"hg19","wgEncode",,,"exp",,"499K","ScriptureVPaperR3",5024,,"wgEncodeBroadHistoneHuvecH3k79me2Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneHuvecH3k79me2Pk.broadPeak.gz","wgEncodeBroadHistoneHuvecH3k79me2Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k79me2Pk.broadPeak.gz"
"H3K79me2","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-26#,#2012-07-25#,"wgEncodeEH002437","GSM1003555","Bernstein","Broad",,"09387a7434601a8469abeb7c6e123cce",,"hg19","wgEncode",,,"exp",,"274M",,5024,,"wgEncodeBroadHistoneHuvecH3k79me2Sig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecH3k79me2Sig.bigWig","wgEncodeBroadHistoneHuvecH3k79me2Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k79me2Sig.bigWig"
"H3K9ac","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-05-05#,"wgEncodeEH000057","GSM733735","Bernstein","Broad",,"f83e3f19aaffba24c8c6a040c0a93389",,"hg18","wgEncode",,,"exp",,"775K","ScriptureVPaperR3",2879,,"wgEncodeBroadHistoneHuvecH3k9acStdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHuvecH3k9acStdPk.broadPeak.gz","wgEncodeBroadHistoneHuvecH3k9acStdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k9acStdPk.broadPeak.gz"
"H3K9ac","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2009-01-06#,#2009-10-06#,"wgEncodeEH000057","GSM733735","Bernstein","Broad",,"83ff2e253e681cb107fc82aaf0441773",,"hg18","wgEncode",,,"exp",,"268M",,2879,,"wgEncodeBroadHistoneHuvecH3k9acStdSig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecH3k9acStdSig.bigWig","wgEncodeBroadHistoneHuvecH3k9acStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k9acStdSig.bigWig"
"H3K9me1","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH000058","GSM733703","Bernstein","Broad",,"f94521fd22691962c3c952dff1a46d69",,"hg18","wgEncode",,,"exp",,"262K","ScriptureVPaperR3",2880,,"wgEncodeBroadHistoneHuvecH3k9me1StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHuvecH3k9me1StdPk.broadPeak.gz","wgEncodeBroadHistoneHuvecH3k9me1StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k9me1StdPk.broadPeak.gz"
"H3K9me1","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2009-01-06#,#2009-10-06#,"wgEncodeEH000058","GSM733703","Bernstein","Broad",,"bb999188f563cb91cb39c24ae336d4f6",,"hg18","wgEncode",,,"exp",,"423M",,2880,,"wgEncodeBroadHistoneHuvecH3k9me1StdSig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecH3k9me1StdSig.bigWig","wgEncodeBroadHistoneHuvecH3k9me1StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k9me1StdSig.bigWig"
"H4K20me1","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-05-05#,"wgEncodeEH000059","GSM733640","Bernstein","Broad",,"6c4c37ec4762805182402ea6dc79760e",,"hg18","wgEncode",,,"exp",,"387K","ScriptureVPaperR3",2881,,"wgEncodeBroadHistoneHuvecH4k20me1StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHuvecH4k20me1StdPk.broadPeak.gz","wgEncodeBroadHistoneHuvecH4k20me1StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH4k20me1StdPk.broadPeak.gz"
"H4K20me1","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2009-01-06#,#2009-10-06#,"wgEncodeEH000059","GSM733640","Bernstein","Broad",,"5220db5211c26ce21f6e248ad4b03864",,"hg18","wgEncode",,,"exp",,"646M",,2881,,"wgEncodeBroadHistoneHuvecH4k20me1StdSig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecH4k20me1StdSig.bigWig","wgEncodeBroadHistoneHuvecH4k20me1StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH4k20me1StdSig.bigWig"
"Pol2(b)","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-05-05#,"wgEncodeEH000061","GSM733749","Bernstein","Broad",,"76567e5bf71510ae20ca234e75f82a4c","revoked - POLR2A antibody failed to validate","hg18","wgEncode",,,"exp",,"1.4M","ScriptureVPaperR3",2882,,"wgEncodeBroadHistoneHuvecPol2bStdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHuvecPol2bStdPk.broadPeak.gz","wgEncodeBroadHistoneHuvecPol2bStdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecPol2bStdPk.broadPeak.gz"
"Pol2(b)","HUVEC","wgEncodeBroadHistone","std","wgEncodeEH000060","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2009-01-06#,#2009-10-06#,"wgEncodeEH000061","GSM733749","Bernstein","Broad",,"55f84ecd55e386ead08af89fa4f39115","revoked - POLR2A antibody failed to validate","hg18","wgEncode",,,"exp",,"359M",,2882,,"wgEncodeBroadHistoneHuvecPol2bStdSig","None","bigWig","Signal","wgEncodeBroadHistoneHuvecPol2bStdSig.bigWig","wgEncodeBroadHistoneHuvecPol2bStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecPol2bStdSig.bigWig"
"CBP_(sc-369)","K562","wgEncodeBroadHistone","std","wgEncodeEH000052","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-24#,#2013-04-23#,"wgEncodeEH003103","GSM1003574","Bernstein","Broad",,"b420e272f8f4d93943a941c44f90905f",,"hg19","wgEncode",,"Illumina_GA2x","exp",,"398K","ScriptureVPaperR3",7592,,"wgEncodeBroadHistoneK562Cbpsc369Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneK562Cbpsc369Pk.broadPeak.gz","wgEncodeBroadHistoneK562Cbpsc369Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneK562Cbpsc369Pk.broadPeak.gz"
"CBP_(sc-369)","K562","wgEncodeBroadHistone","std","wgEncodeEH000052","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-24#,#2013-04-23#,"wgEncodeEH003103","GSM1003574","Bernstein","Broad",,"15d6d60d68ced93bcfa5c2731fd82c03",,"hg19","wgEncode",,"Illumina_GA2x","exp",,"299M",,7592,,"wgEncodeBroadHistoneK562Cbpsc369Sig","None","bigWig","Signal","wgEncodeBroadHistoneK562Cbpsc369Sig.bigWig","wgEncodeBroadHistoneK562Cbpsc369Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneK562Cbpsc369Sig.bigWig"
"CBX2","K562","wgEncodeBroadHistone","std","wgEncodeEH000052","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-24#,#2013-04-23#,"wgEncodeEH003104","GSM1003567","Bernstein","Broad",,"2c8ea63b560779f0febfc27b1004de8b",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"414K","ScriptureVPaperR3",7596,,"wgEncodeBroadHistoneK562Cbx2Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneK562Cbx2Pk.broadPeak.gz","wgEncodeBroadHistoneK562Cbx2Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneK562Cbx2Pk.broadPeak.gz"
"CBX2","K562","wgEncodeBroadHistone","std","wgEncodeEH000052","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-24#,#2013-04-23#,"wgEncodeEH003104","GSM1003567","Bernstein","Broad",,"74028ccbe01e5a95354b159cdee0e46c",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"169M",,7596,,"wgEncodeBroadHistoneK562Cbx2Sig","None","bigWig","Signal","wgEncodeBroadHistoneK562Cbx2Sig.bigWig","wgEncodeBroadHistoneK562Cbx2Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneK562Cbx2Sig.bigWig"
"CBX3_(SC-101004)","K562","wgEncodeBroadHistone","std","wgEncodeEH000052","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-24#,#2013-04-23#,"wgEncodeEH003105","GSM1003568","Bernstein","Broad",,"334bfb72b3e91de1d8966cfe7487839d",,"hg19","wgEncode",,"Illumina_GA2x","exp",,"601K","ScriptureVPaperR3",7587,,"wgEncodeBroadHistoneK562Cbx3sc101004Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneK562Cbx3sc101004Pk.broadPeak.gz","wgEncodeBroadHistoneK562Cbx3sc101004Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneK562Cbx3sc101004Pk.broadPeak.gz"
