"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","replicate","set_type","size","sub_id","table_name","treatment","type","view","filename","fname","url"
"H3K36me3","GM12878","wgEncodeUwHistone","std","wgEncodeEH000463","ChipSeq","ENCODE June 2010 Freeze",#2010-06-14#,#2010-06-14#,#2011-03-14#,"wgEncodeEH000445",,"GSM945212","Stam","UW","DS12183","WindowDensity-bin20-win+/-75","b904dfce2ecb1afe36b479517d4601c8",,"hg18","wgEncode",2,"exp","129M",1420,"wgEncodeUwHistoneGm12878H3k36me3StdRawRep2","None","bigWig","RawSignal","wgEncodeUwHistoneGm12878H3k36me3StdRawRep2.bigWig","wgEncodeUwHistoneGm12878H3k36me3StdRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneGm12878H3k36me3StdRawRep2.bigWig"
"H3K4me3","GM12878","wgEncodeUwHistone","std","wgEncodeEH000463","ChipSeq","ENCODE June 2010 Freeze",#2010-06-14#,#2009-06-30#,#2010-03-29#,"wgEncodeEH000395",,"GSM945188","Stam","UW","DS11513","Hotspot-v5.1","3b4a636a7001bc87aa9cbc059c8dd8da",,"hg18","wgEncode",1,"exp","843K",1418,"wgEncodeUwHistoneGm12878H3k4me3StdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwHistoneGm12878H3k4me3StdHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneGm12878H3k4me3StdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneGm12878H3k4me3StdHotspotsRep1.broadPeak.gz"
"H3K4me3","GM12878","wgEncodeUwHistone","std","wgEncodeEH000463","ChipSeq","ENCODE June 2010 Freeze",#2010-06-14#,#2009-10-12#,#2010-07-11#,"wgEncodeEH000395",,"GSM945188","Stam","UW","DS11511","Hotspot-v5.1","fae4f34b8bcc997ab22bd819b5a6f770",,"hg18","wgEncode",2,"exp","767K",1417,"wgEncodeUwHistoneGm12878H3k4me3StdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwHistoneGm12878H3k4me3StdHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneGm12878H3k4me3StdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneGm12878H3k4me3StdHotspotsRep2.broadPeak.gz"
"H3K4me3","GM12878","wgEncodeUwHistone","std","wgEncodeEH000463","ChipSeq","ENCODE June 2010 Freeze",#2010-06-14#,#2009-06-30#,#2010-03-29#,"wgEncodeEH000395",,"GSM945188","Stam","UW","DS11513","lmax-v1.0","543c1f24869538ce05f705733fdd443b",,"hg18","wgEncode",1,"exp","891K",1418,"wgEncodeUwHistoneGm12878H3k4me3StdPkRep1","None","narrowPeak","Peaks","wgEncodeUwHistoneGm12878H3k4me3StdPkRep1.narrowPeak.gz","wgEncodeUwHistoneGm12878H3k4me3StdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneGm12878H3k4me3StdPkRep1.narrowPeak.gz"
"H3K4me3","GM12878","wgEncodeUwHistone","std","wgEncodeEH000463","ChipSeq","ENCODE June 2010 Freeze",#2010-06-14#,#2009-06-30#,#2010-03-29#,"wgEncodeEH000395",,"GSM945188","Stam","UW","DS11511","lmax-v1.0","ed1ebd79b14a7af67cd2360e25649628",,"hg18","wgEncode",2,"exp","855K",1417,"wgEncodeUwHistoneGm12878H3k4me3StdPkRep2","None","narrowPeak","Peaks","wgEncodeUwHistoneGm12878H3k4me3StdPkRep2.narrowPeak.gz","wgEncodeUwHistoneGm12878H3k4me3StdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneGm12878H3k4me3StdPkRep2.narrowPeak.gz"
"H3K4me3","GM12878","wgEncodeUwHistone","std","wgEncodeEH000463","ChipSeq","ENCODE June 2010 Freeze",#2010-06-14#,#2009-06-30#,#2010-03-29#,"wgEncodeEH000395",,"GSM945188","Stam","UW","DS11513","WindowDensity-bin20-win+/-75","47a8f95126e8629366c03438653c0398",,"hg18","wgEncode",1,"exp","79M",1418,"wgEncodeUwHistoneGm12878H3k4me3StdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneGm12878H3k4me3StdRawRep1.bigWig","wgEncodeUwHistoneGm12878H3k4me3StdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneGm12878H3k4me3StdRawRep1.bigWig"
"H3K4me3","GM12878","wgEncodeUwHistone","std","wgEncodeEH000463","ChipSeq","ENCODE June 2010 Freeze",#2010-06-14#,#2009-10-12#,#2010-07-11#,"wgEncodeEH000395",,"GSM945188","Stam","UW","DS11511","WindowDensity-bin20-win+/-75","e76960544902fb70c9bd83449d35253f",,"hg18","wgEncode",2,"exp","67M",1417,"wgEncodeUwHistoneGm12878H3k4me3StdRawRep2","None","bigWig","RawSignal","wgEncodeUwHistoneGm12878H3k4me3StdRawRep2.bigWig","wgEncodeUwHistoneGm12878H3k4me3StdRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneGm12878H3k4me3StdRawRep2.bigWig"
"Input","GM12878","wgEncodeUwHistone","std","wgEncodeEH000463","ChipSeq","ENCODE June 2010 Freeze",#2010-06-10#,#2010-06-10#,#2011-03-09#,"wgEncodeEH000463",,"GSM945259","Stam","UW","DS11883","WindowDensity-bin20-win+/-75","2bab158907708d385774810cfdc727dc",,"hg18","wgEncode",1,"input","145M",1293,"wgEncodeUwHistoneGm12878InputStdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneGm12878InputStdRawRep1.bigWig","wgEncodeUwHistoneGm12878InputStdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneGm12878InputStdRawRep1.bigWig"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002532","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-12#,#2012-09-12#,"wgEncodeEH002530",,"GSM945321","Stam","UW","DS14121","Hotspot-v5.2","c1cd032119396ae889742f40ca263d4d",,"hg19","wgEncode",1,"exp","852K",5152,"wgEncodeUwHistoneH7esH3k04me3StdDiffa14dHotspotsRep1","diffProtA_14d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k04me3StdDiffa14dHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa14dHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa14dHotspotsRep1.broadPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002532","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-04-04#,#2013-01-04#,"wgEncodeEH002530",,"GSM945321","Stam","UW","DS14707","Hotspot-v5.2","0a7169553c00b9e906d1e11c3544df9f",,"hg19","wgEncode",2,"exp","1.5M",6810,"wgEncodeUwHistoneH7esH3k04me3StdDiffa14dHotspotsRep2","diffProtA_14d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k04me3StdDiffa14dHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa14dHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa14dHotspotsRep2.broadPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002532","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-12#,#2012-09-12#,"wgEncodeEH002530",,"GSM945321","Stam","UW","DS14121","lmax-v1.0","86f29eaebfcf078e7f99d6a516a0ffde",,"hg19","wgEncode",1,"exp","827K",5152,"wgEncodeUwHistoneH7esH3k04me3StdDiffa14dPkRep1","diffProtA_14d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k04me3StdDiffa14dPkRep1.narrowPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa14dPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa14dPkRep1.narrowPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002532","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-04-04#,#2013-01-04#,"wgEncodeEH002530",,"GSM945321","Stam","UW","DS14707","lmax-v1.0","3a9a0021ec2e8736c196e2714f782a22",,"hg19","wgEncode",2,"exp","814K",6810,"wgEncodeUwHistoneH7esH3k04me3StdDiffa14dPkRep2","diffProtA_14d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k04me3StdDiffa14dPkRep2.narrowPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa14dPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa14dPkRep2.narrowPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002532","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-12#,#2012-09-12#,"wgEncodeEH002530",,"GSM945321","Stam","UW","DS14121","WindowDensity-bin20-win+/-75","1f7dca0b204b6928a3ffb54ce342bac1",,"hg19","wgEncode",1,"exp","67M",5152,"wgEncodeUwHistoneH7esH3k04me3StdDiffa14dRawRep1","diffProtA_14d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k04me3StdDiffa14dRawRep1.bigWig","wgEncodeUwHistoneH7esH3k04me3StdDiffa14dRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa14dRawRep1.bigWig"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002532","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-04-04#,#2013-01-04#,"wgEncodeEH002530",,"GSM945321","Stam","UW","DS14707","WindowDensity-bin20-win+/-75","954a00a6685746ef731cc00453e5e85f",,"hg19","wgEncode",2,"exp","106M",6810,"wgEncodeUwHistoneH7esH3k04me3StdDiffa14dRawRep2","diffProtA_14d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k04me3StdDiffa14dRawRep2.bigWig","wgEncodeUwHistoneH7esH3k04me3StdDiffa14dRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa14dRawRep2.bigWig"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002543","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002541",,"GSM945191","Stam","UW","DS14704","Hotspot-v5.2","43810f6ec83249791637d7e78c39015d",,"hg19","wgEncode",1,"exp","1.2M",5170,"wgEncodeUwHistoneH7esH3k04me3StdDiffa2dHotspotsRep1","diffProtA_2d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k04me3StdDiffa2dHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa2dHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa2dHotspotsRep1.broadPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002543","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002541",,"GSM945191","Stam","UW","DS14703","Hotspot-v5.2","a05c25b36cf4456c17be8d3ac803ae8d",,"hg19","wgEncode",2,"exp","1.3M",5169,"wgEncodeUwHistoneH7esH3k04me3StdDiffa2dHotspotsRep2","diffProtA_2d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k04me3StdDiffa2dHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa2dHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa2dHotspotsRep2.broadPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002543","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002541",,"GSM945191","Stam","UW","DS14704","lmax-v1.0","9ba543fe5542a636b63b040bdc52cd24",,"hg19","wgEncode",1,"exp","735K",5170,"wgEncodeUwHistoneH7esH3k04me3StdDiffa2dPkRep1","diffProtA_2d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k04me3StdDiffa2dPkRep1.narrowPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa2dPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa2dPkRep1.narrowPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002543","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002541",,"GSM945191","Stam","UW","DS14703","lmax-v1.0","ffcab66cef897e896528ef2e4d10f53d",,"hg19","wgEncode",2,"exp","760K",5169,"wgEncodeUwHistoneH7esH3k04me3StdDiffa2dPkRep2","diffProtA_2d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k04me3StdDiffa2dPkRep2.narrowPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa2dPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa2dPkRep2.narrowPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002543","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002541",,"GSM945191","Stam","UW","DS14704","WindowDensity-bin20-win+/-75","24dbc76f9d1c2fbb6d135d5ee96a630d",,"hg19","wgEncode",1,"exp","97M",5170,"wgEncodeUwHistoneH7esH3k04me3StdDiffa2dRawRep1","diffProtA_2d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k04me3StdDiffa2dRawRep1.bigWig","wgEncodeUwHistoneH7esH3k04me3StdDiffa2dRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa2dRawRep1.bigWig"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002543","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002541",,"GSM945191","Stam","UW","DS14703","WindowDensity-bin20-win+/-75","37d87d01945a7c07df3e50b6db241901",,"hg19","wgEncode",2,"exp","102M",5169,"wgEncodeUwHistoneH7esH3k04me3StdDiffa2dRawRep2","diffProtA_2d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k04me3StdDiffa2dRawRep2.bigWig","wgEncodeUwHistoneH7esH3k04me3StdDiffa2dRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa2dRawRep2.bigWig"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002544","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-04-04#,#2013-01-04#,"wgEncodeEH002531",,"GSM945322","Stam","UW","DS13777","Hotspot-v5.2","19b14a68243404d4f382c9843fa40f9d",,"hg19","wgEncode",1,"exp","693K",6811,"wgEncodeUwHistoneH7esH3k04me3StdDiffa5dHotspotsRep1","diffProtA_5d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k04me3StdDiffa5dHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa5dHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa5dHotspotsRep1.broadPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002544","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002531",,"GSM945322","Stam","UW","DS14116","Hotspot-v5.2","191001401aa5ecb639e1f7c2d2e1bfa2",,"hg19","wgEncode",2,"exp","852K",5158,"wgEncodeUwHistoneH7esH3k04me3StdDiffa5dHotspotsRep2","diffProtA_5d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k04me3StdDiffa5dHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa5dHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa5dHotspotsRep2.broadPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002544","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-04-04#,#2013-01-04#,"wgEncodeEH002531",,"GSM945322","Stam","UW","DS13777","lmax-v1.0","de9e3b75bc315e4500cfb6ad4f2bd398",,"hg19","wgEncode",1,"exp","781K",6811,"wgEncodeUwHistoneH7esH3k04me3StdDiffa5dPkRep1","diffProtA_5d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k04me3StdDiffa5dPkRep1.narrowPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa5dPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa5dPkRep1.narrowPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002544","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002531",,"GSM945322","Stam","UW","DS14116","lmax-v1.0","ec3c17a3be1c8204da8c4170f213fbdf",,"hg19","wgEncode",2,"exp","699K",5158,"wgEncodeUwHistoneH7esH3k04me3StdDiffa5dPkRep2","diffProtA_5d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k04me3StdDiffa5dPkRep2.narrowPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa5dPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa5dPkRep2.narrowPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002544","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-04-04#,#2013-01-04#,"wgEncodeEH002531",,"GSM945322","Stam","UW","DS13777","WindowDensity-bin20-win+/-75","beb221f55b295ee7ba77fe86c5868ecb",,"hg19","wgEncode",1,"exp","38M",6811,"wgEncodeUwHistoneH7esH3k04me3StdDiffa5dRawRep1","diffProtA_5d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k04me3StdDiffa5dRawRep1.bigWig","wgEncodeUwHistoneH7esH3k04me3StdDiffa5dRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa5dRawRep1.bigWig"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002544","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002531",,"GSM945322","Stam","UW","DS14116","WindowDensity-bin20-win+/-75","0d28e92f7c895ad395ec8011bbf666d6",,"hg19","wgEncode",2,"exp","70M",5158,"wgEncodeUwHistoneH7esH3k04me3StdDiffa5dRawRep2","diffProtA_5d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k04me3StdDiffa5dRawRep2.bigWig","wgEncodeUwHistoneH7esH3k04me3StdDiffa5dRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa5dRawRep2.bigWig"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002545","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002542",,"GSM945190","Stam","UW","DS14706","Hotspot-v5.2","f6351e0be25c77fc43fdaf601df70335",,"hg19","wgEncode",1,"exp","743K",5172,"wgEncodeUwHistoneH7esH3k04me3StdDiffa9dHotspotsRep1","diffProtA_9d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k04me3StdDiffa9dHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa9dHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa9dHotspotsRep1.broadPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002545","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002542",,"GSM945190","Stam","UW","DS14705","Hotspot-v5.2","85f8a3ad85166717278f9558c00de0ff",,"hg19","wgEncode",2,"exp","1.5M",5171,"wgEncodeUwHistoneH7esH3k04me3StdDiffa9dHotspotsRep2","diffProtA_9d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k04me3StdDiffa9dHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa9dHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa9dHotspotsRep2.broadPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002545","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002542",,"GSM945190","Stam","UW","DS14706","lmax-v1.0","20ac1cda25791a9629247b43ac360c4d",,"hg19","wgEncode",1,"exp","747K",5172,"wgEncodeUwHistoneH7esH3k04me3StdDiffa9dPkRep1","diffProtA_9d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k04me3StdDiffa9dPkRep1.narrowPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa9dPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa9dPkRep1.narrowPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002545","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002542",,"GSM945190","Stam","UW","DS14705","lmax-v1.0","05a45d70f873d2cd4249bc142fba7af5",,"hg19","wgEncode",2,"exp","825K",5171,"wgEncodeUwHistoneH7esH3k04me3StdDiffa9dPkRep2","diffProtA_9d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k04me3StdDiffa9dPkRep2.narrowPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdDiffa9dPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa9dPkRep2.narrowPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002545","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002542",,"GSM945190","Stam","UW","DS14706","WindowDensity-bin20-win+/-75","ac58ff982f5436675fc6323b5aa6f8be",,"hg19","wgEncode",1,"exp","88M",5172,"wgEncodeUwHistoneH7esH3k04me3StdDiffa9dRawRep1","diffProtA_9d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k04me3StdDiffa9dRawRep1.bigWig","wgEncodeUwHistoneH7esH3k04me3StdDiffa9dRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa9dRawRep1.bigWig"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002545","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002542",,"GSM945190","Stam","UW","DS14705","WindowDensity-bin20-win+/-75","b7574767ede9d1f5eefd2c075f84bca9",,"hg19","wgEncode",2,"exp","109M",5171,"wgEncodeUwHistoneH7esH3k04me3StdDiffa9dRawRep2","diffProtA_9d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k04me3StdDiffa9dRawRep2.bigWig","wgEncodeUwHistoneH7esH3k04me3StdDiffa9dRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdDiffa9dRawRep2.bigWig"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002544","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-12#,#2012-09-11#,"wgEncodeEH002531",,,"Stam","UW","DS13777","Hotspot-v5.2","19b14a68243404d4f382c9843fa40f9d","revoked - treatment name is not included in the object name","hg19","wgEncode",1,"exp","693K",5148,"wgEncodeUwHistoneH7esH3k04me3StdHotspotsRep1","diffProtA_5d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k04me3StdHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdHotspotsRep1.broadPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002532","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-12#,#2012-09-12#,"wgEncodeEH002530",,,"Stam","UW","DS14707","Hotspot-v5.2","0a7169553c00b9e906d1e11c3544df9f","revoked - treatment name is not included in the object name","hg19","wgEncode",2,"exp","1.5M",5153,"wgEncodeUwHistoneH7esH3k04me3StdHotspotsRep2","diffProtA_14d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k04me3StdHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdHotspotsRep2.broadPeak.gz"
