"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","replicate","set_type","size","sub_id","table_name","treatment","type","view","filename","fname","url"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002544","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-12#,#2012-09-11#,"wgEncodeEH002531",,,"Stam","UW","DS13777","lmax-v1.0","de9e3b75bc315e4500cfb6ad4f2bd398","revoked - treatment name is not included in the object name","hg19","wgEncode",1,"exp","781K",5148,"wgEncodeUwHistoneH7esH3k04me3StdPkRep1","diffProtA_5d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k04me3StdPkRep1.narrowPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdPkRep1.narrowPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002532","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-12#,#2012-09-12#,"wgEncodeEH002530",,,"Stam","UW","DS14707","lmax-v1.0","3a9a0021ec2e8736c196e2714f782a22","revoked - treatment name is not included in the object name","hg19","wgEncode",2,"exp","814K",5153,"wgEncodeUwHistoneH7esH3k04me3StdPkRep2","diffProtA_14d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k04me3StdPkRep2.narrowPeak.gz","wgEncodeUwHistoneH7esH3k04me3StdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdPkRep2.narrowPeak.gz"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002544","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-12#,#2012-09-11#,"wgEncodeEH002531",,,"Stam","UW","DS13777","WindowDensity-bin20-win+/-75","beb221f55b295ee7ba77fe86c5868ecb","revoked - treatment name is not included in the object name","hg19","wgEncode",1,"exp","38M",5148,"wgEncodeUwHistoneH7esH3k04me3StdRawRep1","diffProtA_5d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k04me3StdRawRep1.bigWig","wgEncodeUwHistoneH7esH3k04me3StdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdRawRep1.bigWig"
"H3K4me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002532","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-12#,#2012-09-12#,"wgEncodeEH002530",,,"Stam","UW","DS14707","WindowDensity-bin20-win+/-75","954a00a6685746ef731cc00453e5e85f","revoked - treatment name is not included in the object name","hg19","wgEncode",2,"exp","106M",5153,"wgEncodeUwHistoneH7esH3k04me3StdRawRep2","diffProtA_14d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k04me3StdRawRep2.bigWig","wgEncodeUwHistoneH7esH3k04me3StdRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k04me3StdRawRep2.bigWig"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002532","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002533",,"GSM945320","Stam","UW","DS14649","Hotspot-v5.2","ce0db594f1b538d09d3bba8069284b24",,"hg19","wgEncode",1,"exp","4.2M",5167,"wgEncodeUwHistoneH7esH3k27me3StdDiffa14dHotspotsRep1","diffProtA_14d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k27me3StdDiffa14dHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa14dHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa14dHotspotsRep1.broadPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002532","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002533",,"GSM945320","Stam","UW","DS14122","Hotspot-v5.2","d178d7507b4e4f69a80ee35774422a60",,"hg19","wgEncode",2,"exp","5.5M",5155,"wgEncodeUwHistoneH7esH3k27me3StdDiffa14dHotspotsRep2","diffProtA_14d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k27me3StdDiffa14dHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa14dHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa14dHotspotsRep2.broadPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002532","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002533",,"GSM945320","Stam","UW","DS14649","lmax-v1.0","b5caa02bad2588d05b3657d7e2e7155b",,"hg19","wgEncode",1,"exp","1009K",5167,"wgEncodeUwHistoneH7esH3k27me3StdDiffa14dPkRep1","diffProtA_14d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k27me3StdDiffa14dPkRep1.narrowPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa14dPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa14dPkRep1.narrowPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002532","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002533",,"GSM945320","Stam","UW","DS14122","lmax-v1.0","2a17f8640bcf0694564b79bc69cb5545",,"hg19","wgEncode",2,"exp","1.4M",5155,"wgEncodeUwHistoneH7esH3k27me3StdDiffa14dPkRep2","diffProtA_14d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k27me3StdDiffa14dPkRep2.narrowPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa14dPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa14dPkRep2.narrowPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002532","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002533",,"GSM945320","Stam","UW","DS14649","WindowDensity-bin20-win+/-75","78eba3dc0c8f7facc4a367fe441bbd53",,"hg19","wgEncode",1,"exp","143M",5167,"wgEncodeUwHistoneH7esH3k27me3StdDiffa14dRawRep1","diffProtA_14d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k27me3StdDiffa14dRawRep1.bigWig","wgEncodeUwHistoneH7esH3k27me3StdDiffa14dRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa14dRawRep1.bigWig"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002532","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002533",,"GSM945320","Stam","UW","DS14122","WindowDensity-bin20-win+/-75","da8aa5ac4876580cb56d2a6ddc323349",,"hg19","wgEncode",2,"exp","138M",5155,"wgEncodeUwHistoneH7esH3k27me3StdDiffa14dRawRep2","diffProtA_14d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k27me3StdDiffa14dRawRep2.bigWig","wgEncodeUwHistoneH7esH3k27me3StdDiffa14dRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa14dRawRep2.bigWig"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002543","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002534",,"GSM945325","Stam","UW","DS14645","Hotspot-v5.2","73ae93221a21c1813d8fed5907f81c79",,"hg19","wgEncode",1,"exp","2.3M",5163,"wgEncodeUwHistoneH7esH3k27me3StdDiffa2dHotspotsRep1","diffProtA_2d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k27me3StdDiffa2dHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa2dHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa2dHotspotsRep1.broadPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002543","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002534",,"GSM945325","Stam","UW","DS14708","Hotspot-v5.2","6965a16e972fd70594515d024e0699ab",,"hg19","wgEncode",2,"exp","3.2M",5173,"wgEncodeUwHistoneH7esH3k27me3StdDiffa2dHotspotsRep2","diffProtA_2d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k27me3StdDiffa2dHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa2dHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa2dHotspotsRep2.broadPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002543","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002534",,"GSM945325","Stam","UW","DS14645","lmax-v1.0","ee8c916a2f159784ba2cf3321be26fdc",,"hg19","wgEncode",1,"exp","986K",5163,"wgEncodeUwHistoneH7esH3k27me3StdDiffa2dPkRep1","diffProtA_2d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k27me3StdDiffa2dPkRep1.narrowPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa2dPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa2dPkRep1.narrowPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002543","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002534",,"GSM945325","Stam","UW","DS14708","lmax-v1.0","bce457917c46246d60dcc1e8972929f7",,"hg19","wgEncode",2,"exp","1.1M",5173,"wgEncodeUwHistoneH7esH3k27me3StdDiffa2dPkRep2","diffProtA_2d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k27me3StdDiffa2dPkRep2.narrowPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa2dPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa2dPkRep2.narrowPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002543","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002534",,"GSM945325","Stam","UW","DS14645","WindowDensity-bin20-win+/-75","51d6d984d3d22d6067a1a754102bfa98",,"hg19","wgEncode",1,"exp","102M",5163,"wgEncodeUwHistoneH7esH3k27me3StdDiffa2dRawRep1","diffProtA_2d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k27me3StdDiffa2dRawRep1.bigWig","wgEncodeUwHistoneH7esH3k27me3StdDiffa2dRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa2dRawRep1.bigWig"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002543","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002534",,"GSM945325","Stam","UW","DS14708","WindowDensity-bin20-win+/-75","17cd4b04f81e9ff18f65ea9cf8e0d51c",,"hg19","wgEncode",2,"exp","128M",5173,"wgEncodeUwHistoneH7esH3k27me3StdDiffa2dRawRep2","diffProtA_2d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k27me3StdDiffa2dRawRep2.bigWig","wgEncodeUwHistoneH7esH3k27me3StdDiffa2dRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa2dRawRep2.bigWig"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002544","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002535",,"GSM945326","Stam","UW","DS13778","Hotspot-v5.2","c50e7bee2e5184f678d9dbf0d36b02b1",,"hg19","wgEncode",1,"exp","4.4M",5156,"wgEncodeUwHistoneH7esH3k27me3StdDiffa5dHotspotsRep1","diffProtA_5d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k27me3StdDiffa5dHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa5dHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa5dHotspotsRep1.broadPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002544","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002535",,"GSM945326","Stam","UW","DS14118","Hotspot-v5.2","1c9fccaeeb7deeefb6f6e8ba22b1d253",,"hg19","wgEncode",2,"exp","4.3M",5159,"wgEncodeUwHistoneH7esH3k27me3StdDiffa5dHotspotsRep2","diffProtA_5d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k27me3StdDiffa5dHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa5dHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa5dHotspotsRep2.broadPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002544","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002535",,"GSM945326","Stam","UW","DS13778","lmax-v1.0","0898f765cb59845e491efc159d3e5b46",,"hg19","wgEncode",1,"exp","1.2M",5156,"wgEncodeUwHistoneH7esH3k27me3StdDiffa5dPkRep1","diffProtA_5d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k27me3StdDiffa5dPkRep1.narrowPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa5dPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa5dPkRep1.narrowPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002544","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002535",,"GSM945326","Stam","UW","DS14118","lmax-v1.0","4d6a8157db1dc327a749527d5cbcc2c8",,"hg19","wgEncode",2,"exp","948K",5159,"wgEncodeUwHistoneH7esH3k27me3StdDiffa5dPkRep2","diffProtA_5d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k27me3StdDiffa5dPkRep2.narrowPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa5dPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa5dPkRep2.narrowPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002544","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002535",,"GSM945326","Stam","UW","DS13778","WindowDensity-bin20-win+/-75","0f6f8636840cfea3a6d75ab8976efca6",,"hg19","wgEncode",1,"exp","105M",5156,"wgEncodeUwHistoneH7esH3k27me3StdDiffa5dRawRep1","diffProtA_5d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k27me3StdDiffa5dRawRep1.bigWig","wgEncodeUwHistoneH7esH3k27me3StdDiffa5dRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa5dRawRep1.bigWig"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002544","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002535",,"GSM945326","Stam","UW","DS14118","WindowDensity-bin20-win+/-75","4c82156ac62a230ed9e0b0802edc8c58",,"hg19","wgEncode",2,"exp","123M",5159,"wgEncodeUwHistoneH7esH3k27me3StdDiffa5dRawRep2","diffProtA_5d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k27me3StdDiffa5dRawRep2.bigWig","wgEncodeUwHistoneH7esH3k27me3StdDiffa5dRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa5dRawRep2.bigWig"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002545","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002536",,"GSM945323","Stam","UW","DS14647","Hotspot-v5.2","b1e9e4d1abd13f6b505f3171ebb44aa1",,"hg19","wgEncode",1,"exp","4.0M",5165,"wgEncodeUwHistoneH7esH3k27me3StdDiffa9dHotspotsRep1","diffProtA_9d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k27me3StdDiffa9dHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa9dHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa9dHotspotsRep1.broadPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002545","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002536",,"GSM945323","Stam","UW","DS14709","Hotspot-v5.2","cc7ea8bf41bf8fa5503830eff267e3c4",,"hg19","wgEncode",2,"exp","3.8M",5174,"wgEncodeUwHistoneH7esH3k27me3StdDiffa9dHotspotsRep2","diffProtA_9d","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k27me3StdDiffa9dHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa9dHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa9dHotspotsRep2.broadPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002545","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002536",,"GSM945323","Stam","UW","DS14647","lmax-v1.0","766532e6a9a4a0c27b3e7d310156f903",,"hg19","wgEncode",1,"exp","980K",5165,"wgEncodeUwHistoneH7esH3k27me3StdDiffa9dPkRep1","diffProtA_9d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k27me3StdDiffa9dPkRep1.narrowPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa9dPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa9dPkRep1.narrowPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002545","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002536",,"GSM945323","Stam","UW","DS14709","lmax-v1.0","060b0f889c6cf56042ff90f9b7e0c2dc",,"hg19","wgEncode",2,"exp","924K",5174,"wgEncodeUwHistoneH7esH3k27me3StdDiffa9dPkRep2","diffProtA_9d","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k27me3StdDiffa9dPkRep2.narrowPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdDiffa9dPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa9dPkRep2.narrowPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002545","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002536",,"GSM945323","Stam","UW","DS14647","WindowDensity-bin20-win+/-75","ba9f257414b910ede0f90d9d7e768389",,"hg19","wgEncode",1,"exp","129M",5165,"wgEncodeUwHistoneH7esH3k27me3StdDiffa9dRawRep1","diffProtA_9d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k27me3StdDiffa9dRawRep1.bigWig","wgEncodeUwHistoneH7esH3k27me3StdDiffa9dRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa9dRawRep1.bigWig"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH002545","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-13#,#2012-09-12#,"wgEncodeEH002536",,"GSM945323","Stam","UW","DS14709","WindowDensity-bin20-win+/-75","25abffd75e711076f717230a2d28e551",,"hg19","wgEncode",2,"exp","148M",5174,"wgEncodeUwHistoneH7esH3k27me3StdDiffa9dRawRep2","diffProtA_9d","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k27me3StdDiffa9dRawRep2.bigWig","wgEncodeUwHistoneH7esH3k27me3StdDiffa9dRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdDiffa9dRawRep2.bigWig"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH000926","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-07-24#,#2011-04-23#,"wgEncodeEH000923",,"GSM945183","Stam","UW","DS13428","Hotspot-v5.1","843ba721b549054e24b1bde4b25144b9",,"hg19","wgEncode",1,"exp","3.4M",2030,"wgEncodeUwHistoneH7esH3k27me3StdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k27me3StdHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdHotspotsRep1.broadPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH000926","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-07-24#,#2011-04-23#,"wgEncodeEH000923",,"GSM945183","Stam","UW","DS14113","Hotspot-v5.1","5e05545c72232fe8931bfbdf8940708a",,"hg19","wgEncode",2,"exp","2.7M",2031,"wgEncodeUwHistoneH7esH3k27me3StdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwHistoneH7esH3k27me3StdHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdHotspotsRep2.broadPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH000926","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-07-24#,#2011-04-23#,"wgEncodeEH000923",,"GSM945183","Stam","UW","DS13428","lmax-v1.0","4425a6eadf726f34a86e7dcd394f58b7",,"hg19","wgEncode",1,"exp","909K",2030,"wgEncodeUwHistoneH7esH3k27me3StdPkRep1","None","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k27me3StdPkRep1.narrowPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdPkRep1.narrowPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH000926","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-07-24#,#2011-04-23#,"wgEncodeEH000923",,"GSM945183","Stam","UW","DS14113","lmax-v1.0","0acacaf27403cae8392764b158073c8d",,"hg19","wgEncode",2,"exp","771K",2031,"wgEncodeUwHistoneH7esH3k27me3StdPkRep2","None","narrowPeak","Peaks","wgEncodeUwHistoneH7esH3k27me3StdPkRep2.narrowPeak.gz","wgEncodeUwHistoneH7esH3k27me3StdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdPkRep2.narrowPeak.gz"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH000926","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-07-24#,#2011-04-23#,"wgEncodeEH000923",,"GSM945183","Stam","UW","DS13428","WindowDensity-bin20-win+/-75","49a3addfb4346ec6910e8a70c638b20b",,"hg19","wgEncode",1,"exp","95M",2030,"wgEncodeUwHistoneH7esH3k27me3StdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k27me3StdRawRep1.bigWig","wgEncodeUwHistoneH7esH3k27me3StdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdRawRep1.bigWig"
"H3K27me3","H7-hESC","wgEncodeUwHistone","std","wgEncodeEH000926","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-07-24#,#2011-04-23#,"wgEncodeEH000923",,"GSM945183","Stam","UW","DS14113","WindowDensity-bin20-win+/-75","77b511da25e5732cd501c8c10ff605d8",,"hg19","wgEncode",2,"exp","155M",2031,"wgEncodeUwHistoneH7esH3k27me3StdRawRep2","None","bigWig","RawSignal","wgEncodeUwHistoneH7esH3k27me3StdRawRep2.bigWig","wgEncodeUwHistoneH7esH3k27me3StdRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneH7esH3k27me3StdRawRep2.bigWig"
