"antibody","cell","composite","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","protocol","replicate","set_type","size","software_version","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"Pbx3","SK-N-SH","wgEncodeHaibTfbs","SL13505","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-30#,#2013-04-29#,"wgEncodeEH003300","GSM1010887","Myers","HudsonAlpha","SL13495",,"6e1a91dc71156e6740ea0da6d47d3b70",,,"wgEncode","v042211.1",1,"exp","208M",,7686,,"wgEncodeHaibTfbsSknshPbx3V0422111RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshPbx3V0422111RawRep1.bigWig","wgEncodeHaibTfbsSknshPbx3V0422111RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshPbx3V0422111RawRep1.bigWig"
"Pbx3","SK-N-SH","wgEncodeHaibTfbs","SL16761","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-30#,#2013-04-29#,"wgEncodeEH003300","GSM1010887","Myers","HudsonAlpha","SL16042",,"5c596cfd160bcabcb0c19a8e72a697f5",,,"wgEncode","v042211.1",2,"exp","261M",,7686,,"wgEncodeHaibTfbsSknshPbx3V0422111RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshPbx3V0422111RawRep2.bigWig","wgEncodeHaibTfbsSknshPbx3V0422111RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshPbx3V0422111RawRep2.bigWig"
"Pol2-4H8","SK-N-SH","wgEncodeHaibTfbs","SL3774","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-27#,#2012-03-27#,"wgEncodeEH002270","GSM1010817","Myers","HudsonAlpha","SL3768",,"395ee7b840a1e9c2eecd21206342af6a",,,"wgEncode","v041610.1",1,"exp","551K","MACS",4320,,"wgEncodeHaibTfbsSknshPol24h8V0416101PkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsSknshPol24h8V0416101PkRep1.broadPeak.gz","wgEncodeHaibTfbsSknshPol24h8V0416101PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshPol24h8V0416101PkRep1.broadPeak.gz"
"Pol2-4H8","SK-N-SH","wgEncodeHaibTfbs","SL2134","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-27#,#2012-03-27#,"wgEncodeEH002270","GSM1010817","Myers","HudsonAlpha","SL5607",,"3948a8cd11552835f242687f0080807e",,,"wgEncode","v041610.1",2,"exp","1.1M","MACS",4320,,"wgEncodeHaibTfbsSknshPol24h8V0416101PkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsSknshPol24h8V0416101PkRep2.broadPeak.gz","wgEncodeHaibTfbsSknshPol24h8V0416101PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshPol24h8V0416101PkRep2.broadPeak.gz"
"Pol2-4H8","SK-N-SH","wgEncodeHaibTfbs","SL3774","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-27#,#2012-03-27#,"wgEncodeEH002270","GSM1010817","Myers","HudsonAlpha","SL3768",,"0901a841794e6df090a9d90e3ae5c8be",,,"wgEncode","v041610.1",1,"exp","22M",,4320,,"wgEncodeHaibTfbsSknshPol24h8V0416101RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshPol24h8V0416101RawRep1.bigWig","wgEncodeHaibTfbsSknshPol24h8V0416101RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshPol24h8V0416101RawRep1.bigWig"
"Pol2-4H8","SK-N-SH","wgEncodeHaibTfbs","SL2134","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-27#,#2012-03-27#,"wgEncodeEH002270","GSM1010817","Myers","HudsonAlpha","SL5607",,"0f9bd8b57ca090745a0198d026066c93",,,"wgEncode","v041610.1",2,"exp","68M",,4320,,"wgEncodeHaibTfbsSknshPol24h8V0416101RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshPol24h8V0416101RawRep2.bigWig","wgEncodeHaibTfbsSknshPol24h8V0416101RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshPol24h8V0416101RawRep2.bigWig"
"RevXlinkChromatin","SK-N-SH","wgEncodeHaibTfbs","SL108","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-21#,#2011-10-21#,"wgEncodeEH001473","GSM803528","Myers","HudsonAlpha","SL108",,"7128a1d7eb96e2e713062c31e24535c5",,,"wgEncode","PCR2x",1,"input","9.6M",,3026,,"wgEncodeHaibTfbsSknshRxlchPcr2xRawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshRxlchPcr2xRawRep1.bigWig","wgEncodeHaibTfbsSknshRxlchPcr2xRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshRxlchPcr2xRawRep1.bigWig"
"RevXlinkChromatin","SK-N-SH","wgEncodeHaibTfbs","SL410","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-20#,#2011-10-20#,"wgEncodeEH001473","GSM803528","Myers","HudsonAlpha","SL410",,"d13eb4e6ca10656f3b086190ac02ea05",,,"wgEncode","PCR2x",2,"input","16M",,3035,,"wgEncodeHaibTfbsSknshRxlchPcr2xRawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshRxlchPcr2xRawRep2.bigWig","wgEncodeHaibTfbsSknshRxlchPcr2xRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshRxlchPcr2xRawRep2.bigWig"
"RevXlinkChromatin","SK-N-SH","wgEncodeHaibTfbs","SL2134","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-18#,#2012-04-18#,"wgEncodeEH002287","GSM1010798","Myers","HudsonAlpha","SL2134",,"4b06908e16eaf7cda0bec8ab9519051e",,,"wgEncode","v041610.1",1,"input","6.8M",,4321,,"wgEncodeHaibTfbsSknshRxlchV0416101RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshRxlchV0416101RawRep1.bigWig","wgEncodeHaibTfbsSknshRxlchV0416101RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshRxlchV0416101RawRep1.bigWig"
"RevXlinkChromatin","SK-N-SH","wgEncodeHaibTfbs","SL3774","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-18#,#2012-04-18#,"wgEncodeEH002287","GSM1010798","Myers","HudsonAlpha","SL3774",,"2e8c7198ff41926993574cf6c5ee586d",,,"wgEncode","v041610.1",2,"input","6.0M",,4321,,"wgEncodeHaibTfbsSknshRxlchV0416101RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshRxlchV0416101RawRep2.bigWig","wgEncodeHaibTfbsSknshRxlchV0416101RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshRxlchV0416101RawRep2.bigWig"
"RevXlinkChromatin","SK-N-SH","wgEncodeHaibTfbs","SL3775","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-18#,#2012-04-18#,"wgEncodeEH002287","GSM1010798","Myers","HudsonAlpha","SL3775",,"f3e0ac4b2027f5edb862ceb163ecf1c1",,,"wgEncode","v041610.1",3,"input","8.0M",,4321,,"wgEncodeHaibTfbsSknshRxlchV0416101RawRep3","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshRxlchV0416101RawRep3.bigWig","wgEncodeHaibTfbsSknshRxlchV0416101RawRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshRxlchV0416101RawRep3.bigWig"
"RevXlinkChromatin","SK-N-SH","wgEncodeHaibTfbs","SL12791","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-05-01#,"wgEncodeEH003430","GSM1010883","Myers","HudsonAlpha","SL12791",,"abb128719b615f2c3d68eeea37bc86ff",,,"wgEncode","v042211.1",1,"input","139M",,7052,,"wgEncodeHaibTfbsSknshRxlchV0422111RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshRxlchV0422111RawRep1.bigWig","wgEncodeHaibTfbsSknshRxlchV0422111RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshRxlchV0422111RawRep1.bigWig"
"RevXlinkChromatin","SK-N-SH","wgEncodeHaibTfbs","SL16760","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-05-01#,"wgEncodeEH003430","GSM1010883","Myers","HudsonAlpha","SL16760",,"0a2cec31bed60d9c230d511d12dc5ad7",,,"wgEncode","v042211.1",2,"input","210M",,7052,,"wgEncodeHaibTfbsSknshRxlchV0422111RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshRxlchV0422111RawRep2.bigWig","wgEncodeHaibTfbsSknshRxlchV0422111RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshRxlchV0422111RawRep2.bigWig"
"RevXlinkChromatin","SK-N-SH","wgEncodeHaibTfbs","SL13505","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-05-01#,"wgEncodeEH003430","GSM1010883","Myers","HudsonAlpha","SL13505",,"9679d4cd5a18cde829136792aa4a168c",,,"wgEncode","v042211.1",3,"input","213M",,7052,,"wgEncodeHaibTfbsSknshRxlchV0422111RawRep3","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshRxlchV0422111RawRep3.bigWig","wgEncodeHaibTfbsSknshRxlchV0422111RawRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshRxlchV0422111RawRep3.bigWig"
"RevXlinkChromatin","SK-N-SH","wgEncodeHaibTfbs","SL16761","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-05-01#,"wgEncodeEH003430","GSM1010883","Myers","HudsonAlpha","SL16761",,"1e806e52a5c47eb8cb07d4431d993d4b",,,"wgEncode","v042211.1",4,"input","128M",,7052,,"wgEncodeHaibTfbsSknshRxlchV0422111RawRep4","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshRxlchV0422111RawRep4.bigWig","wgEncodeHaibTfbsSknshRxlchV0422111RawRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshRxlchV0422111RawRep4.bigWig"
"RXRA","SK-N-SH","wgEncodeHaibTfbs","SL13505","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-30#,#2013-04-29#,"wgEncodeEH003302","GSM1010767","Myers","HudsonAlpha","SL13497",,"ebf4ca0fcf4cd70c4da97e7589962fcd",,,"wgEncode","v042211.1",1,"exp","169K","MACS",7684,,"wgEncodeHaibTfbsSknshRxraV0422111PkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsSknshRxraV0422111PkRep1.broadPeak.gz","wgEncodeHaibTfbsSknshRxraV0422111PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshRxraV0422111PkRep1.broadPeak.gz"
"RXRA","SK-N-SH","wgEncodeHaibTfbs","SL16761","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-30#,#2013-04-29#,"wgEncodeEH003302","GSM1010767","Myers","HudsonAlpha","SL14708",,"7bfc7f181e037df652f0ea4acf104979",,,"wgEncode","v042211.1",2,"exp","41K","MACS",7684,,"wgEncodeHaibTfbsSknshRxraV0422111PkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsSknshRxraV0422111PkRep2.broadPeak.gz","wgEncodeHaibTfbsSknshRxraV0422111PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshRxraV0422111PkRep2.broadPeak.gz"
"RXRA","SK-N-SH","wgEncodeHaibTfbs","SL13505","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-30#,#2013-04-29#,"wgEncodeEH003302","GSM1010767","Myers","HudsonAlpha","SL13497",,"5086725b6a7acbdfffd164c171fc0c0d",,,"wgEncode","v042211.1",1,"exp","151M",,7684,,"wgEncodeHaibTfbsSknshRxraV0422111RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshRxraV0422111RawRep1.bigWig","wgEncodeHaibTfbsSknshRxraV0422111RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshRxraV0422111RawRep1.bigWig"
"RXRA","SK-N-SH","wgEncodeHaibTfbs","SL16761","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-30#,#2013-04-29#,"wgEncodeEH003302","GSM1010767","Myers","HudsonAlpha","SL14708",,"a24f4fb2866a85b0f1e8b068a7ce830f",,,"wgEncode","v042211.1",2,"exp","130M",,7684,,"wgEncodeHaibTfbsSknshRxraV0422111RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshRxraV0422111RawRep2.bigWig","wgEncodeHaibTfbsSknshRxraV0422111RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshRxraV0422111RawRep2.bigWig"
"Sin3Ak-20","SK-N-SH","wgEncodeHaibTfbs","SL3775","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-27#,#2012-03-27#,"wgEncodeEH002271","GSM1010816","Myers","HudsonAlpha","SL5043",,"29a9ab65cb8637b8d04ea139a911dc77",,,"wgEncode","v041610.1",1,"exp","91K","MACS",4331,,"wgEncodeHaibTfbsSknshSin3ak20V0416101PkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsSknshSin3ak20V0416101PkRep1.broadPeak.gz","wgEncodeHaibTfbsSknshSin3ak20V0416101PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshSin3ak20V0416101PkRep1.broadPeak.gz"
"Sin3Ak-20","SK-N-SH","wgEncodeHaibTfbs","SL3774","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-27#,#2012-03-27#,"wgEncodeEH002271","GSM1010816","Myers","HudsonAlpha","SL5895",,"211682e47be93fe462abf4b5bb015d2d",,,"wgEncode","v041610.1",2,"exp","407K","MACS",4331,,"wgEncodeHaibTfbsSknshSin3ak20V0416101PkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsSknshSin3ak20V0416101PkRep2.broadPeak.gz","wgEncodeHaibTfbsSknshSin3ak20V0416101PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshSin3ak20V0416101PkRep2.broadPeak.gz"
"Sin3Ak-20","SK-N-SH","wgEncodeHaibTfbs","SL3775","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-27#,#2012-03-27#,"wgEncodeEH002271","GSM1010816","Myers","HudsonAlpha","SL5043",,"0b1a74e884a891e7324969bef77fdc43",,,"wgEncode","v041610.1",1,"exp","27M",,4331,,"wgEncodeHaibTfbsSknshSin3ak20V0416101RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshSin3ak20V0416101RawRep1.bigWig","wgEncodeHaibTfbsSknshSin3ak20V0416101RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshSin3ak20V0416101RawRep1.bigWig"
"Sin3Ak-20","SK-N-SH","wgEncodeHaibTfbs","SL3774","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-27#,#2012-03-27#,"wgEncodeEH002271","GSM1010816","Myers","HudsonAlpha","SL5895",,"ce7af18f9b0c012cd51d9e152ec538f3",,,"wgEncode","v041610.1",2,"exp","31M",,4331,,"wgEncodeHaibTfbsSknshSin3ak20V0416101RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshSin3ak20V0416101RawRep2.bigWig","wgEncodeHaibTfbsSknshSin3ak20V0416101RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshSin3ak20V0416101RawRep2.bigWig"
"TAF1","SK-N-SH","wgEncodeHaibTfbs","SL2134","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-05#,#2012-06-05#,"wgEncodeEH002301","GSM1010773","Myers","HudsonAlpha","SL5612",,"5e76dd10fb62e93d8e58c6252694b757",,,"wgEncode","v041610.1",1,"exp","146K","MACS",4767,,"wgEncodeHaibTfbsSknshTaf1V0416101PkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsSknshTaf1V0416101PkRep1.broadPeak.gz","wgEncodeHaibTfbsSknshTaf1V0416101PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshTaf1V0416101PkRep1.broadPeak.gz"
"TAF1","SK-N-SH","wgEncodeHaibTfbs","SL2134","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-05#,#2012-06-05#,"wgEncodeEH002301","GSM1010773","Myers","HudsonAlpha","SL6462",,"da8b05e4339db136073fb60235c335ff",,,"wgEncode","v041610.1",2,"exp","405K","MACS",4767,,"wgEncodeHaibTfbsSknshTaf1V0416101PkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsSknshTaf1V0416101PkRep2.broadPeak.gz","wgEncodeHaibTfbsSknshTaf1V0416101PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshTaf1V0416101PkRep2.broadPeak.gz"
"TAF1","SK-N-SH","wgEncodeHaibTfbs","SL2134","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-05#,#2012-06-05#,"wgEncodeEH002301","GSM1010773","Myers","HudsonAlpha","SL5612",,"7574160a93744ff8ebc7eaacc5dcaa35",,,"wgEncode","v041610.1",1,"exp","17M",,4767,,"wgEncodeHaibTfbsSknshTaf1V0416101RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshTaf1V0416101RawRep1.bigWig","wgEncodeHaibTfbsSknshTaf1V0416101RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshTaf1V0416101RawRep1.bigWig"
"TAF1","SK-N-SH","wgEncodeHaibTfbs","SL2134","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-05#,#2012-06-05#,"wgEncodeEH002301","GSM1010773","Myers","HudsonAlpha","SL6462",,"8928d8b81d7ca38daf93c875c357bbc0",,,"wgEncode","v041610.1",2,"exp","24M",,4767,,"wgEncodeHaibTfbsSknshTaf1V0416101RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshTaf1V0416101RawRep2.bigWig","wgEncodeHaibTfbsSknshTaf1V0416101RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshTaf1V0416101RawRep2.bigWig"
"TCF12","SK-N-SH","wgEncodeHaibTfbs","SL12791","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-03#,#2013-04-03#,"wgEncodeEH003227","GSM1010900","Myers","HudsonAlpha","SL13086",,"252a2c5c1a37311c22122683e94e4fdc",,,"wgEncode","v042211.1",1,"exp","783K","MACS",7113,,"wgEncodeHaibTfbsSknshTcf12V0422111PkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsSknshTcf12V0422111PkRep1.broadPeak.gz","wgEncodeHaibTfbsSknshTcf12V0422111PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshTcf12V0422111PkRep1.broadPeak.gz"
"TCF12","SK-N-SH","wgEncodeHaibTfbs","SL13505","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-03#,#2013-04-03#,"wgEncodeEH003227","GSM1010900","Myers","HudsonAlpha","SL14046",,"d841441abaa9f256502a8198ac080e39",,,"wgEncode","v042211.1",2,"exp","486K","MACS",7113,,"wgEncodeHaibTfbsSknshTcf12V0422111PkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsSknshTcf12V0422111PkRep2.broadPeak.gz","wgEncodeHaibTfbsSknshTcf12V0422111PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshTcf12V0422111PkRep2.broadPeak.gz"
"TCF12","SK-N-SH","wgEncodeHaibTfbs","SL12791","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-03#,#2013-04-03#,"wgEncodeEH003227","GSM1010900","Myers","HudsonAlpha","SL13086",,"9ae62511928ff81ddb39c2daa8e56e01",,,"wgEncode","v042211.1",1,"exp","350M",,7113,,"wgEncodeHaibTfbsSknshTcf12V0422111RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshTcf12V0422111RawRep1.bigWig","wgEncodeHaibTfbsSknshTcf12V0422111RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshTcf12V0422111RawRep1.bigWig"
"TCF12","SK-N-SH","wgEncodeHaibTfbs","SL13505","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-03#,#2013-04-03#,"wgEncodeEH003227","GSM1010900","Myers","HudsonAlpha","SL14046",,"1db34f32b2532fdbd2dc3e1f1498fd7a",,,"wgEncode","v042211.1",2,"exp","141M",,7113,,"wgEncodeHaibTfbsSknshTcf12V0422111RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshTcf12V0422111RawRep2.bigWig","wgEncodeHaibTfbsSknshTcf12V0422111RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshTcf12V0422111RawRep2.bigWig"
"TEAD4_(SC-101184)","SK-N-SH","wgEncodeHaibTfbs","SL13505","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-29#,#2013-04-28#,"wgEncodeEH003286","GSM1010858","Myers","HudsonAlpha","SL13501",,"1057819788bf9c93aad8fef323fb3fc8",,,"wgEncode","v042211.1",1,"exp","176K","MACS",7713,,"wgEncodeHaibTfbsSknshTead4sc101184V0422111PkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsSknshTead4sc101184V0422111PkRep1.broadPeak.gz","wgEncodeHaibTfbsSknshTead4sc101184V0422111PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshTead4sc101184V0422111PkRep1.broadPeak.gz"
"TEAD4_(SC-101184)","SK-N-SH","wgEncodeHaibTfbs","SL16761","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-29#,#2013-04-28#,"wgEncodeEH003286","GSM1010858","Myers","HudsonAlpha","SL14710",,"dc37685c7ca2bf7cdeb90784d2ad3c75",,,"wgEncode","v042211.1",2,"exp","232K","MACS",7713,,"wgEncodeHaibTfbsSknshTead4sc101184V0422111PkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsSknshTead4sc101184V0422111PkRep2.broadPeak.gz","wgEncodeHaibTfbsSknshTead4sc101184V0422111PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshTead4sc101184V0422111PkRep2.broadPeak.gz"
"TEAD4_(SC-101184)","SK-N-SH","wgEncodeHaibTfbs","SL13505","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-29#,#2013-04-28#,"wgEncodeEH003286","GSM1010858","Myers","HudsonAlpha","SL13501",,"c139972f3399b56e198e84c23e6d6725",,,"wgEncode","v042211.1",1,"exp","70M",,7713,,"wgEncodeHaibTfbsSknshTead4sc101184V0422111RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshTead4sc101184V0422111RawRep1.bigWig","wgEncodeHaibTfbsSknshTead4sc101184V0422111RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshTead4sc101184V0422111RawRep1.bigWig"
"TEAD4_(SC-101184)","SK-N-SH","wgEncodeHaibTfbs","SL16761","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-29#,#2013-04-28#,"wgEncodeEH003286","GSM1010858","Myers","HudsonAlpha","SL14710",,"f442490d0403cf729deb789ebea7801c",,,"wgEncode","v042211.1",2,"exp","209M",,7713,,"wgEncodeHaibTfbsSknshTead4sc101184V0422111RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsSknshTead4sc101184V0422111RawRep2.bigWig","wgEncodeHaibTfbsSknshTead4sc101184V0422111RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshTead4sc101184V0422111RawRep2.bigWig"
"USF-1","SK-N-SH","wgEncodeHaibTfbs","SL13505","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-28#,#2013-04-28#,"wgEncodeEH003269","GSM1010806","Myers","HudsonAlpha","SL13084",,"49e5584ed44033197f2063ca5b84b04f",,,"wgEncode","v042211.1",1,"exp","39K","MACS",7658,,"wgEncodeHaibTfbsSknshUsf1V0422111PkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsSknshUsf1V0422111PkRep1.broadPeak.gz","wgEncodeHaibTfbsSknshUsf1V0422111PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsSknshUsf1V0422111PkRep1.broadPeak.gz"
