"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","replicate","seq_platform","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"NHDF-Ad","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2010-07-25#,#2011-04-24#,"wgEncodeEH000839","GSM646564","Stam","UW","DS12863","Hotspot-v5.1","0390a4ecd549e733639cdd040614b6ee",,"hg19","wgEncode",,,"4.1M",2046,,"wgEncodeUwDgfNhdfadHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfNhdfadHotspots.broadPeak.gz","wgEncodeUwDgfNhdfadHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhdfadHotspots.broadPeak.gz"
"NHDF-Ad","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-14#,#2011-10-14#,"wgEncodeEH000839","GSM646564","Stam","UW","DS12863","lmax-v1.0","2ba7fe2760bd9bd7e867853bc7fa7aad",,"hg19","wgEncode",,,"3.3M",3260,"V2 - Fixed bug in peak calls that artificially reduced the number of peaks","wgEncodeUwDgfNhdfadPkV2",,"narrowPeak","Peaks","wgEncodeUwDgfNhdfadPkV2.narrowPeak.gz","wgEncodeUwDgfNhdfadPkV2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhdfadPkV2.narrowPeak.gz"
"NHDF-Ad","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2010-07-25#,#2011-04-24#,"wgEncodeEH000839","GSM646564","Stam","UW","DS12863","WindowDensity-bin20-win+/-75","0a8da4ac9fd62103fb6cd51585c1a2b9",,"hg19","wgEncode",,,"279M",2046,,"wgEncodeUwDgfNhdfadRaw",,"bigWig","RawSignal","wgEncodeUwDgfNhdfadRaw.bigWig","wgEncodeUwDgfNhdfadRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhdfadRaw.bigWig"
"NHDF-Ad","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2010-07-25#,#2011-04-24#,"wgEncodeEH000839","GSM646564","Stam","UW","DS12863",,"6afa418f06f5e2607d8c79722c4c0909",,"hg19","wgEncode",,,"367M",2046,,"wgEncodeUwDgfNhdfadSig",,"bigWig","Signal","wgEncodeUwDgfNhdfadSig.bigWig","wgEncodeUwDgfNhdfadSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhdfadSig.bigWig"
"NHDF-neo","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002457","GSM1014512","Stam","UW","DS11923","Hotspot-v5.2","bcfeb1c27e96e48e7eafc36f5bb23d2a",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.8M",4897,,"wgEncodeUwDgfNhdfneoHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfNhdfneoHotspots.broadPeak.gz","wgEncodeUwDgfNhdfneoHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhdfneoHotspots.broadPeak.gz"
"NHDF-neo","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002457","GSM1014512","Stam","UW","DS11923","lmax-v1.0","f3ab8ac79ef936827ade9836ce331cb5",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.0M",4897,,"wgEncodeUwDgfNhdfneoPk",,"narrowPeak","Peaks","wgEncodeUwDgfNhdfneoPk.narrowPeak.gz","wgEncodeUwDgfNhdfneoPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhdfneoPk.narrowPeak.gz"
"NHDF-neo","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002457","GSM1014512","Stam","UW","DS11923","WindowDensity-bin20-win+/-75","22bb1638f278eb84f833a84d6a06b4dd",,"hg19","wgEncode",,"Illumina_HiSeq_2000","343M",4897,,"wgEncodeUwDgfNhdfneoRaw",,"bigWig","RawSignal","wgEncodeUwDgfNhdfneoRaw.bigWig","wgEncodeUwDgfNhdfneoRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhdfneoRaw.bigWig"
"NHDF-neo","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002457","GSM1014512","Stam","UW","DS11923",,"7263c588356e79f658e4cb6c8385a841",,"hg19","wgEncode",,"Illumina_HiSeq_2000","540M",4897,,"wgEncodeUwDgfNhdfneoSig",,"bigWig","Signal","wgEncodeUwDgfNhdfneoSig.bigWig","wgEncodeUwDgfNhdfneoSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhdfneoSig.bigWig"
"NHLF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002458","GSM1014509","Stam","UW","DS12829","Hotspot-v5.2","7a5e690545d96836147123088608bdba",,"hg19","wgEncode",,"Illumina_HiSeq_2000","4.1M",4900,,"wgEncodeUwDgfNhlfHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfNhlfHotspots.broadPeak.gz","wgEncodeUwDgfNhlfHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhlfHotspots.broadPeak.gz"
"NHLF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002458","GSM1014509","Stam","UW","DS12829","lmax-v1.0","cc827a70dd31295f6b968923fb80f50c",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.2M",4900,,"wgEncodeUwDgfNhlfPk",,"narrowPeak","Peaks","wgEncodeUwDgfNhlfPk.narrowPeak.gz","wgEncodeUwDgfNhlfPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhlfPk.narrowPeak.gz"
"NHLF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002458","GSM1014509","Stam","UW","DS12829","WindowDensity-bin20-win+/-75","929eba16a5247111c7a833675e73c020",,"hg19","wgEncode",,"Illumina_HiSeq_2000","327M",4900,,"wgEncodeUwDgfNhlfRaw",,"bigWig","RawSignal","wgEncodeUwDgfNhlfRaw.bigWig","wgEncodeUwDgfNhlfRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhlfRaw.bigWig"
"NHLF","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002458","GSM1014509","Stam","UW","DS12829",,"c39d4535ffc1496167aaf16f083afc23",,"hg19","wgEncode",,"Illumina_HiSeq_2000","497M",4900,,"wgEncodeUwDgfNhlfSig",,"bigWig","Signal","wgEncodeUwDgfNhlfSig.bigWig","wgEncodeUwDgfNhlfSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfNhlfSig.bigWig"
"RPMI-7951","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003150","GSM1014535","Stam","UW","DS20909","Hotspot-v5.2","0574fa2828f3954b55285911e4c87c2c",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.3M",6424,,"wgEncodeUwDgfRpmi7951Hotspots",,"broadPeak","Hotspots","wgEncodeUwDgfRpmi7951Hotspots.broadPeak.gz","wgEncodeUwDgfRpmi7951Hotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfRpmi7951Hotspots.broadPeak.gz"
"RPMI-7951","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003150","GSM1014535","Stam","UW","DS20909","lmax-v1.0","2268ac5dd97f326686adf920883153d5",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.7M",6424,,"wgEncodeUwDgfRpmi7951Pk",,"narrowPeak","Peaks","wgEncodeUwDgfRpmi7951Pk.narrowPeak.gz","wgEncodeUwDgfRpmi7951Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfRpmi7951Pk.narrowPeak.gz"
"RPMI-7951","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003150","GSM1014535","Stam","UW","DS20909","WindowDensity-bin20-win+/-75","7b9a4d9e9523ec4307b9f00df9071b78",,"hg19","wgEncode",,"Illumina_HiSeq_2000","338M",6424,,"wgEncodeUwDgfRpmi7951Raw",,"bigWig","RawSignal","wgEncodeUwDgfRpmi7951Raw.bigWig","wgEncodeUwDgfRpmi7951Raw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfRpmi7951Raw.bigWig"
"RPMI-7951","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003150","GSM1014535","Stam","UW","DS20909",,"7190c7ede76c6f8566008ebe5074aa30",,"hg19","wgEncode",,"Illumina_HiSeq_2000","533M",6424,,"wgEncodeUwDgfRpmi7951Sig",,"bigWig","Signal","wgEncodeUwDgfRpmi7951Sig.bigWig","wgEncodeUwDgfRpmi7951Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfRpmi7951Sig.bigWig"
"SAEC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000847","GSM849025","Stam","UW","DS10518","Hotspot-v5.1","18d1cc823c46acdfb6b8bd669540a590",,"hg19","wgEncode",,,"4.1M",3199,,"wgEncodeUwDgfSaecHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfSaecHotspots.broadPeak.gz","wgEncodeUwDgfSaecHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfSaecHotspots.broadPeak.gz"
"SAEC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000847","GSM849025","Stam","UW","DS10518","lmax-v1.0","8d5fb14e8ee6d66f98917ba74a531446",,"hg19","wgEncode",,,"3.2M",3199,,"wgEncodeUwDgfSaecPk",,"narrowPeak","Peaks","wgEncodeUwDgfSaecPk.narrowPeak.gz","wgEncodeUwDgfSaecPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfSaecPk.narrowPeak.gz"
"SAEC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000847","GSM849025","Stam","UW","DS10518","WindowDensity-bin20-win+/-75","d57a5b96398f2638093caa881a9e599a",,"hg19","wgEncode",,,"352M",3199,,"wgEncodeUwDgfSaecRaw",,"bigWig","RawSignal","wgEncodeUwDgfSaecRaw.bigWig","wgEncodeUwDgfSaecRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfSaecRaw.bigWig"
"SAEC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000847","GSM849025","Stam","UW","DS10518",,"7a405d7fa408556298a3dde0eebd8ba4",,"hg19","wgEncode",,,"512M",3199,,"wgEncodeUwDgfSaecSig",,"bigWig","Signal","wgEncodeUwDgfSaecSig.bigWig","wgEncodeUwDgfSaecSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfSaecSig.bigWig"
"SKMC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2010-07-25#,#2011-04-24#,"wgEncodeEH000840","GSM646562","Stam","UW","DS11949","Hotspot-v5.1","f8d7f41578c97b85fbc4f03b13022928",,"hg19","wgEncode",,,"4.5M",2045,,"wgEncodeUwDgfSkmcHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfSkmcHotspots.broadPeak.gz","wgEncodeUwDgfSkmcHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfSkmcHotspots.broadPeak.gz"
"SKMC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-14#,#2011-10-14#,"wgEncodeEH000840","GSM646562","Stam","UW","DS11949","lmax-v1.0","c43f5e704b469c4f06180d42789957c6",,"hg19","wgEncode",,,"3.6M",3260,"V2 - Fixed bug in peak calls that artificially reduced the number of peaks","wgEncodeUwDgfSkmcPkV2",,"narrowPeak","Peaks","wgEncodeUwDgfSkmcPkV2.narrowPeak.gz","wgEncodeUwDgfSkmcPkV2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfSkmcPkV2.narrowPeak.gz"
"SKMC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2010-07-25#,#2011-04-24#,"wgEncodeEH000840","GSM646562","Stam","UW","DS11949","WindowDensity-bin20-win+/-75","af75cba56d5706b5a71aebaa2e1573c0",,"hg19","wgEncode",,,"356M",2045,,"wgEncodeUwDgfSkmcRaw",,"bigWig","RawSignal","wgEncodeUwDgfSkmcRaw.bigWig","wgEncodeUwDgfSkmcRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfSkmcRaw.bigWig"
"SKMC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2010-07-25#,#2011-04-24#,"wgEncodeEH000840","GSM646562","Stam","UW","DS11949",,"02bc7b3679057ae1db6a0530bfa0d4d0",,"hg19","wgEncode",,,"623M",2045,,"wgEncodeUwDgfSkmcSig",,"bigWig","Signal","wgEncodeUwDgfSkmcSig.bigWig","wgEncodeUwDgfSkmcSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfSkmcSig.bigWig"
"SK-N-SH_RA","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2009-10-02#,#2010-07-02#,"wgEncodeEH000477","GSM646566","Stam","UW","DS8482","Hotspot-v5.1","853674fa3e1dbe97c7fba4c8f8b53031",,"hg18","wgEncode",,,"2.3M",1795,,"wgEncodeUwDgfSknshraHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfSknshraHotspots.broadPeak.gz","wgEncodeUwDgfSknshraHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfSknshraHotspots.broadPeak.gz"
"SK-N-SH_RA","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2009-10-02#,#2010-07-02#,"wgEncodeEH000477","GSM646566","Stam","UW","DS8482","lmax-v1.0","08a0511179e764dc77ad4a36292e20b5",,"hg18","wgEncode",,,"1.7M",1795,,"wgEncodeUwDgfSknshraPk",,"narrowPeak","Peaks","wgEncodeUwDgfSknshraPk.narrowPeak.gz","wgEncodeUwDgfSknshraPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfSknshraPk.narrowPeak.gz"
"SK-N-SH_RA","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2009-10-02#,#2010-07-02#,"wgEncodeEH000477","GSM646566","Stam","UW","DS8482","WindowDensity-bin20-win+/-75","4903e27079c53ecc7d87fae1cf7a08bb",,"hg18","wgEncode",,,"278M",1795,,"wgEncodeUwDgfSknshraRaw",,"bigWig","RawSignal","wgEncodeUwDgfSknshraRaw.bigWig","wgEncodeUwDgfSknshraRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfSknshraRaw.bigWig"
"SK-N-SH_RA","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2009-10-02#,#2010-07-02#,"wgEncodeEH000477","GSM646566","Stam","UW","DS8482",,"f1602855e0f64d75dd12195491102d28",,"hg18","wgEncode",,,"298M",1795,,"wgEncodeUwDgfSknshraSig",,"bigWig","Signal","wgEncodeUwDgfSknshraSig.bigWig","wgEncodeUwDgfSknshraSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfSknshraSig.bigWig"
"T-47D","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003157","GSM1014536","Stam","UW","DS19794","Hotspot-v5.2","d3019cfae484df8e1a2c85de68fbbfb6",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.8M",7350,,"wgEncodeUwDgfT47dHotspots","None","broadPeak","Hotspots","wgEncodeUwDgfT47dHotspots.broadPeak.gz","wgEncodeUwDgfT47dHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfT47dHotspots.broadPeak.gz"
"T-47D","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003157","GSM1014536","Stam","UW","DS19794","lmax-v1.0","85209c73b550273530b56739af4804da",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.7M",7350,,"wgEncodeUwDgfT47dPk","None","narrowPeak","Peaks","wgEncodeUwDgfT47dPk.narrowPeak.gz","wgEncodeUwDgfT47dPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfT47dPk.narrowPeak.gz"
"T-47D","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003157","GSM1014536","Stam","UW","DS19794","WindowDensity-bin20-win+/-75","9ee97419f15cd6cb76503debd4529806",,"hg19","wgEncode",,"Illumina_HiSeq_2000","346M",7350,,"wgEncodeUwDgfT47dRaw","None","bigWig","RawSignal","wgEncodeUwDgfT47dRaw.bigWig","wgEncodeUwDgfT47dRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfT47dRaw.bigWig"
"T-47D","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003157","GSM1014536","Stam","UW","DS19794",,"85a571f5615059e82bf94e046bf43421",,"hg19","wgEncode",,"Illumina_HiSeq_2000","545M",7350,,"wgEncodeUwDgfT47dSig","None","bigWig","Signal","wgEncodeUwDgfT47dSig.bigWig","wgEncodeUwDgfT47dSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfT47dSig.bigWig"
"Th17","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003158","GSM1014541","Stam","UW","DS11039","Hotspot-v5.2","ab696493f8a8294b4b903b052438ad9c",,"hg19","wgEncode",,"Illumina_HiSeq_2000","9.0M",7351,,"wgEncodeUwDgfTh17Hotspots","None","broadPeak","Hotspots","wgEncodeUwDgfTh17Hotspots.broadPeak.gz","wgEncodeUwDgfTh17Hotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh17Hotspots.broadPeak.gz"
"Th17","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003158","GSM1014541","Stam","UW","DS11039","lmax-v1.0","171dce66a730261d7c20342bac4da305",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.4M",7351,,"wgEncodeUwDgfTh17Pk","None","narrowPeak","Peaks","wgEncodeUwDgfTh17Pk.narrowPeak.gz","wgEncodeUwDgfTh17Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh17Pk.narrowPeak.gz"
"Th17","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003158","GSM1014541","Stam","UW","DS11039","WindowDensity-bin20-win+/-75","0e038122c8c2b64f571e350a91a2f188",,"hg19","wgEncode",,"Illumina_HiSeq_2000","365M",7351,,"wgEncodeUwDgfTh17Raw","None","bigWig","RawSignal","wgEncodeUwDgfTh17Raw.bigWig","wgEncodeUwDgfTh17Raw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh17Raw.bigWig"
"Th17","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003158","GSM1014541","Stam","UW","DS11039",,"3ec1bf7dc894667c64a8474a1e4f3a2e",,"hg19","wgEncode",,"Illumina_HiSeq_2000","483M",7351,,"wgEncodeUwDgfTh17Sig","None","bigWig","Signal","wgEncodeUwDgfTh17Sig.bigWig","wgEncodeUwDgfTh17Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh17Sig.bigWig"
"Th1","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2009-10-05#,#2010-07-05#,"wgEncodeEH000478","GSM646569","Stam","UW","DS7840","Hotspot-v5.1","f6e6711a3692663931337b01b6087578",,"hg18","wgEncode",,,"2.2M",1816,,"wgEncodeUwDgfTh1Hotspots",,"broadPeak","Hotspots","wgEncodeUwDgfTh1Hotspots.broadPeak.gz","wgEncodeUwDgfTh1Hotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh1Hotspots.broadPeak.gz"
"Th1","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-16#,#2013-04-16#,"wgEncodeEH000478","GSM646569","Stam","UW","DS18018","Hotspot-v5.2","4ef9962e3d8924efd611607528b51062",,"hg19","wgEncode",2,"Illumina_HiSeq_2000","4.7M",7352,,"wgEncodeUwDgfTh1HotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDgfTh1HotspotsRep2.broadPeak.gz","wgEncodeUwDgfTh1HotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh1HotspotsRep2.broadPeak.gz"
"Th1","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2009-10-05#,#2010-07-05#,"wgEncodeEH000478","GSM646569","Stam","UW","DS7840","lmax-v1.0","cffb4934daeb9b6157d9d3c0ae1c7f4e",,"hg18","wgEncode",,,"1.6M",1816,,"wgEncodeUwDgfTh1Pk",,"narrowPeak","Peaks","wgEncodeUwDgfTh1Pk.narrowPeak.gz","wgEncodeUwDgfTh1Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh1Pk.narrowPeak.gz"
"Th1","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-16#,#2013-04-16#,"wgEncodeEH000478","GSM646569","Stam","UW","DS18018","lmax-v1.0","0fb9325e2080effc68e4609e315a36bc",,"hg19","wgEncode",2,"Illumina_HiSeq_2000","2.3M",7352,,"wgEncodeUwDgfTh1PkRep2","None","narrowPeak","Peaks","wgEncodeUwDgfTh1PkRep2.narrowPeak.gz","wgEncodeUwDgfTh1PkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh1PkRep2.narrowPeak.gz"
"Th1","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2009-10-05#,#2010-07-05#,"wgEncodeEH000478","GSM646569","Stam","UW","DS7840","WindowDensity-bin20-win+/-75","c6d4f1ff00ea0db0d19c18022869c2d7",,"hg18","wgEncode",,,"282M",1816,,"wgEncodeUwDgfTh1Raw",,"bigWig","RawSignal","wgEncodeUwDgfTh1Raw.bigWig","wgEncodeUwDgfTh1Raw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh1Raw.bigWig"
"Th1","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-16#,#2013-04-16#,"wgEncodeEH000478","GSM646569","Stam","UW","DS18018","WindowDensity-bin20-win+/-75","0216f4b9a4aaddd445ca3830952d4d43",,"hg19","wgEncode",2,"Illumina_HiSeq_2000","394M",7352,,"wgEncodeUwDgfTh1RawRep2","None","bigWig","RawSignal","wgEncodeUwDgfTh1RawRep2.bigWig","wgEncodeUwDgfTh1RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh1RawRep2.bigWig"
"Th1","wgEncodeUwDgf","DnaseDgf","ENCODE June 2010 Freeze",#2010-06-21#,#2009-10-05#,#2010-07-05#,"wgEncodeEH000478","GSM646569","Stam","UW","DS7840",,"23bafdaae53fc7745fa8fb62e5cfaa28",,"hg18","wgEncode",,,"327M",1816,,"wgEncodeUwDgfTh1Sig",,"bigWig","Signal","wgEncodeUwDgfTh1Sig.bigWig","wgEncodeUwDgfTh1Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh1Sig.bigWig"
