"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","replicate","seq_platform","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"HMVEC-LLy","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002447","GSM1014529","Stam","UW","DS13185","Hotspot-v5.2","2fa443bc2abf9ee8f3ab400c0c319833",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.5M",4891,,"wgEncodeUwDgfHmvecbHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHmvecbHotspots.broadPeak.gz","wgEncodeUwDgfHmvecbHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecbHotspots.broadPeak.gz"
"HMVEC-LLy","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002447","GSM1014529","Stam","UW","DS13185","lmax-v1.0","c7ec2ba93e748fc359201d53d9cd629f",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.1M",4891,,"wgEncodeUwDgfHmvecbPk",,"narrowPeak","Peaks","wgEncodeUwDgfHmvecbPk.narrowPeak.gz","wgEncodeUwDgfHmvecbPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecbPk.narrowPeak.gz"
"HMVEC-LLy","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002447","GSM1014529","Stam","UW","DS13185","WindowDensity-bin20-win+/-75","a76618a5f8ccd38f9459cb4945b404c5",,"hg19","wgEncode",,"Illumina_HiSeq_2000","335M",4891,,"wgEncodeUwDgfHmvecbRaw",,"bigWig","RawSignal","wgEncodeUwDgfHmvecbRaw.bigWig","wgEncodeUwDgfHmvecbRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecbRaw.bigWig"
"HMVEC-LLy","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002447","GSM1014529","Stam","UW","DS13185",,"5943b9b81a66f71b82653e73c02ba2f5",,"hg19","wgEncode",,"Illumina_HiSeq_2000","485M",4891,,"wgEncodeUwDgfHmvecbSig",,"bigWig","Signal","wgEncodeUwDgfHmvecbSig.bigWig","wgEncodeUwDgfHmvecbSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecbSig.bigWig"
"HMVEC-dBl-Neo","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002448","GSM1014532","Stam","UW","DS13242","Hotspot-v5.2","7e8f0601f712a0418f00e540a1df8888",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.8M",4890,,"wgEncodeUwDgfHmvecdHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHmvecdHotspots.broadPeak.gz","wgEncodeUwDgfHmvecdHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecdHotspots.broadPeak.gz"
"HMVEC-dBl-Neo","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002448","GSM1014532","Stam","UW","DS13242","lmax-v1.0","1908aa8a1f96ac2b0aac6bfe955074f4",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.4M",4890,,"wgEncodeUwDgfHmvecdPk",,"narrowPeak","Peaks","wgEncodeUwDgfHmvecdPk.narrowPeak.gz","wgEncodeUwDgfHmvecdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecdPk.narrowPeak.gz"
"HMVEC-dBl-Neo","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002448","GSM1014532","Stam","UW","DS13242","WindowDensity-bin20-win+/-75","4658e6c7b34f873001170b9dbfd244af",,"hg19","wgEncode",,"Illumina_HiSeq_2000","348M",4890,,"wgEncodeUwDgfHmvecdRaw",,"bigWig","RawSignal","wgEncodeUwDgfHmvecdRaw.bigWig","wgEncodeUwDgfHmvecdRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecdRaw.bigWig"
"HMVEC-dBl-Neo","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002448","GSM1014532","Stam","UW","DS13242",,"43065329caf184ea6fdd5b283092bbfd",,"hg19","wgEncode",,"Illumina_HiSeq_2000","558M",4890,,"wgEncodeUwDgfHmvecdSig",,"bigWig","Signal","wgEncodeUwDgfHmvecdSig.bigWig","wgEncodeUwDgfHmvecdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecdSig.bigWig"
"HMVEC-dBl-Ad","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2010-07-25#,#2011-04-25#,"wgEncodeEH000838","GSM646570","Stam","UW","DS13337","Hotspot-v5.1","ebb6e95d87dd2f6a62773e95f9b9a035",,"hg19","wgEncode",,,"2.7M",2051,,"wgEncodeUwDgfHmvecdbladHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHmvecdbladHotspots.broadPeak.gz","wgEncodeUwDgfHmvecdbladHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecdbladHotspots.broadPeak.gz"
"HMVEC-dBl-Ad","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-14#,#2011-10-14#,"wgEncodeEH000838","GSM646570","Stam","UW","DS13337","lmax-v1.0","5e90e1f5346d2d8bd034e0f82aed77f9",,"hg19","wgEncode",,,"2.3M",3260,"V2 - Fixed bug in peak calls that artificially reduced the number of peaks","wgEncodeUwDgfHmvecdbladPkV2",,"narrowPeak","Peaks","wgEncodeUwDgfHmvecdbladPkV2.narrowPeak.gz","wgEncodeUwDgfHmvecdbladPkV2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecdbladPkV2.narrowPeak.gz"
"HMVEC-dBl-Ad","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2010-07-25#,#2011-04-25#,"wgEncodeEH000838","GSM646570","Stam","UW","DS13337","WindowDensity-bin20-win+/-75","741a3a8bbfe41bf5d04b87154f01be52",,"hg19","wgEncode",,,"320M",2051,,"wgEncodeUwDgfHmvecdbladRaw",,"bigWig","RawSignal","wgEncodeUwDgfHmvecdbladRaw.bigWig","wgEncodeUwDgfHmvecdbladRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecdbladRaw.bigWig"
"HMVEC-dBl-Ad","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2010-07-25#,#2011-04-25#,"wgEncodeEH000838","GSM646570","Stam","UW","DS13337",,"47e08b6d9874799007bc996d1c9e047a",,"hg19","wgEncode",,,"412M",2051,,"wgEncodeUwDgfHmvecdbladSig",,"bigWig","Signal","wgEncodeUwDgfHmvecdbladSig.bigWig","wgEncodeUwDgfHmvecdbladSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecdbladSig.bigWig"
"HMVEC-dLy-Neo","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002449","GSM1014533","Stam","UW","DS13150","Hotspot-v5.2","0e21e36125c88900168c042de88ab97d",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.7M",4889,,"wgEncodeUwDgfHmvecfHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHmvecfHotspots.broadPeak.gz","wgEncodeUwDgfHmvecfHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecfHotspots.broadPeak.gz"
"HMVEC-dLy-Neo","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002449","GSM1014533","Stam","UW","DS13150","lmax-v1.0","20c8cc389da39320ede3c12ccb69c2ae",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.3M",4889,,"wgEncodeUwDgfHmvecfPk",,"narrowPeak","Peaks","wgEncodeUwDgfHmvecfPk.narrowPeak.gz","wgEncodeUwDgfHmvecfPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecfPk.narrowPeak.gz"
"HMVEC-dLy-Neo","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002449","GSM1014533","Stam","UW","DS13150","WindowDensity-bin20-win+/-75","124d4d69cf37becfc13bb263d516917e",,"hg19","wgEncode",,"Illumina_HiSeq_2000","348M",4889,,"wgEncodeUwDgfHmvecfRaw",,"bigWig","RawSignal","wgEncodeUwDgfHmvecfRaw.bigWig","wgEncodeUwDgfHmvecfRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecfRaw.bigWig"
"HMVEC-dLy-Neo","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002449","GSM1014533","Stam","UW","DS13150",,"b75822c318efa21e5b16cd418b2250d1",,"hg19","wgEncode",,"Illumina_HiSeq_2000","534M",4889,,"wgEncodeUwDgfHmvecfSig",,"bigWig","Signal","wgEncodeUwDgfHmvecfSig.bigWig","wgEncodeUwDgfHmvecfSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvecfSig.bigWig"
"HMVEC-LBl","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003148","GSM1014519","Stam","UW","DS13372","Hotspot-v5.2","fba53654367afe419822e63e0c962a6f",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.8M",6418,,"wgEncodeUwDgfHmvechHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHmvechHotspots.broadPeak.gz","wgEncodeUwDgfHmvechHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvechHotspots.broadPeak.gz"
"HMVEC-LBl","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003148","GSM1014519","Stam","UW","DS13372","lmax-v1.0","2e0a663d9f4cbc4229aac9b4ab1fcf79",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.7M",6418,,"wgEncodeUwDgfHmvechPk",,"narrowPeak","Peaks","wgEncodeUwDgfHmvechPk.narrowPeak.gz","wgEncodeUwDgfHmvechPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvechPk.narrowPeak.gz"
"HMVEC-LBl","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003148","GSM1014519","Stam","UW","DS13372","WindowDensity-bin20-win+/-75","a11522a2a7fefd8eebc23c357ad2d5c6",,"hg19","wgEncode",,"Illumina_HiSeq_2000","379M",6418,,"wgEncodeUwDgfHmvechRaw",,"bigWig","RawSignal","wgEncodeUwDgfHmvechRaw.bigWig","wgEncodeUwDgfHmvechRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvechRaw.bigWig"
"HMVEC-LBl","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2012-03-27#,#2012-12-27#,"wgEncodeEH003148","GSM1014519","Stam","UW","DS13372",,"638c85f0eeba622ad9769ed75c329414",,"hg19","wgEncode",,"Illumina_HiSeq_2000","721M",6418,,"wgEncodeUwDgfHmvechSig",,"bigWig","Signal","wgEncodeUwDgfHmvechSig.bigWig","wgEncodeUwDgfHmvechSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHmvechSig.bigWig"
"HPAF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-07#,#2011-10-07#,"wgEncodeEH000842","GSM849031","Stam","UW","DS13411","Hotspot-v5.1","6fa8a92f68db2652941d56fb392b4c71",,"hg19","wgEncode",,,"3.6M",3193,,"wgEncodeUwDgfHpafHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHpafHotspots.broadPeak.gz","wgEncodeUwDgfHpafHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHpafHotspots.broadPeak.gz"
"HPAF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-07#,#2011-10-07#,"wgEncodeEH000842","GSM849031","Stam","UW","DS13411","lmax-v1.0","2e48e4d97508bd23a14fc8348c36587b",,"hg19","wgEncode",,,"2.8M",3193,,"wgEncodeUwDgfHpafPk",,"narrowPeak","Peaks","wgEncodeUwDgfHpafPk.narrowPeak.gz","wgEncodeUwDgfHpafPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHpafPk.narrowPeak.gz"
"HPAF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-07#,#2011-10-07#,"wgEncodeEH000842","GSM849031","Stam","UW","DS13411","WindowDensity-bin20-win+/-75","b16fb7a511df45a95228afd068f9a159",,"hg19","wgEncode",,,"325M",3193,,"wgEncodeUwDgfHpafRaw",,"bigWig","RawSignal","wgEncodeUwDgfHpafRaw.bigWig","wgEncodeUwDgfHpafRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHpafRaw.bigWig"
"HPAF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-07#,#2011-10-07#,"wgEncodeEH000842","GSM849031","Stam","UW","DS13411",,"7f853f32ba0b3a34610b1ea69de690e6",,"hg19","wgEncode",,,"430M",3193,,"wgEncodeUwDgfHpafSig",,"bigWig","Signal","wgEncodeUwDgfHpafSig.bigWig","wgEncodeUwDgfHpafSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHpafSig.bigWig"
"HPdLF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-07#,#2011-10-07#,"wgEncodeEH000843","GSM849030","Stam","UW","DS13573","Hotspot-v5.1","d6cdc0a24264a2db3536bf0cb3ddab82",,"hg19","wgEncode",,,"3.7M",3194,,"wgEncodeUwDgfHpdlfHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHpdlfHotspots.broadPeak.gz","wgEncodeUwDgfHpdlfHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHpdlfHotspots.broadPeak.gz"
"HPdLF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-07#,#2011-10-07#,"wgEncodeEH000843","GSM849030","Stam","UW","DS13573","lmax-v1.0","77060d993b9b9fec24dae0ea60be3d5b",,"hg19","wgEncode",,,"3.0M",3194,,"wgEncodeUwDgfHpdlfPk",,"narrowPeak","Peaks","wgEncodeUwDgfHpdlfPk.narrowPeak.gz","wgEncodeUwDgfHpdlfPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHpdlfPk.narrowPeak.gz"
"HPdLF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-07#,#2011-10-07#,"wgEncodeEH000843","GSM849030","Stam","UW","DS13573","WindowDensity-bin20-win+/-75","80f56d25bde3c9480b532fc2789f5031",,"hg19","wgEncode",,,"343M",3194,,"wgEncodeUwDgfHpdlfRaw",,"bigWig","RawSignal","wgEncodeUwDgfHpdlfRaw.bigWig","wgEncodeUwDgfHpdlfRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHpdlfRaw.bigWig"
"HPdLF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-07#,#2011-10-07#,"wgEncodeEH000843","GSM849030","Stam","UW","DS13573",,"4db7f85b9b420db6480869a9060b1563",,"hg19","wgEncode",,,"521M",3194,,"wgEncodeUwDgfHpdlfSig",,"bigWig","Signal","wgEncodeUwDgfHpdlfSig.bigWig","wgEncodeUwDgfHpdlfSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHpdlfSig.bigWig"
"HPF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000844","GSM849028","Stam","UW","DS13390","Hotspot-v5.1","299a6fe6678d50d0becd775daf8da29a",,"hg19","wgEncode",,,"3.3M",3196,,"wgEncodeUwDgfHpfHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHpfHotspots.broadPeak.gz","wgEncodeUwDgfHpfHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHpfHotspots.broadPeak.gz"
"HPF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000844","GSM849028","Stam","UW","DS13390","lmax-v1.0","7bddd320034dccb66c16056c98395e71",,"hg19","wgEncode",,,"2.6M",3196,,"wgEncodeUwDgfHpfPk",,"narrowPeak","Peaks","wgEncodeUwDgfHpfPk.narrowPeak.gz","wgEncodeUwDgfHpfPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHpfPk.narrowPeak.gz"
"HPF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000844","GSM849028","Stam","UW","DS13390","WindowDensity-bin20-win+/-75","b4827e0e0df9b0a004ad8f37f016f495",,"hg19","wgEncode",,,"352M",3196,,"wgEncodeUwDgfHpfRaw",,"bigWig","RawSignal","wgEncodeUwDgfHpfRaw.bigWig","wgEncodeUwDgfHpfRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHpfRaw.bigWig"
"HPF","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000844","GSM849028","Stam","UW","DS13390",,"a037459854f36eb501272ec69711f4c2",,"hg19","wgEncode",,,"526M",3196,,"wgEncodeUwDgfHpfSig",,"bigWig","Signal","wgEncodeUwDgfHpfSig.bigWig","wgEncodeUwDgfHpfSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHpfSig.bigWig"
"HRCEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000845","GSM849027","Stam","UW","DS10666","Hotspot-v5.1","5586f7a541a340f6de033ef73153a49c",,"hg19","wgEncode",,,"4.2M",3197,,"wgEncodeUwDgfHrceHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHrceHotspots.broadPeak.gz","wgEncodeUwDgfHrceHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHrceHotspots.broadPeak.gz"
"HRCEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000845","GSM849027","Stam","UW","DS10666","lmax-v1.0","b7d39a5e267c93639ecf99dbc78a272a",,"hg19","wgEncode",,,"3.3M",3197,,"wgEncodeUwDgfHrcePk",,"narrowPeak","Peaks","wgEncodeUwDgfHrcePk.narrowPeak.gz","wgEncodeUwDgfHrcePk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHrcePk.narrowPeak.gz"
"HRCEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000845","GSM849027","Stam","UW","DS10666","WindowDensity-bin20-win+/-75","56333929b14bd598b525cb78574c413e",,"hg19","wgEncode",,,"347M",3197,,"wgEncodeUwDgfHrceRaw",,"bigWig","RawSignal","wgEncodeUwDgfHrceRaw.bigWig","wgEncodeUwDgfHrceRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHrceRaw.bigWig"
"HRCEpiC","wgEncodeUwDgf","DnaseDgf","ENCODE Jan 2011 Freeze",,#2011-01-08#,#2011-10-07#,"wgEncodeEH000845","GSM849027","Stam","UW","DS10666",,"fdad779cd9e39b31499d570d02228ad8",,"hg19","wgEncode",,,"483M",3197,,"wgEncodeUwDgfHrceSig",,"bigWig","Signal","wgEncodeUwDgfHrceSig.bigWig","wgEncodeUwDgfHrceSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHrceSig.bigWig"
"HSMM","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002450","GSM1014514","Stam","UW","DS14426","Hotspot-v5.2","2ffacc7695aac72384d5d207e423206f",,"hg19","wgEncode",,"Illumina_HiSeq_2000","4.6M",4894,,"wgEncodeUwDgfHsmmHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHsmmHotspots.broadPeak.gz","wgEncodeUwDgfHsmmHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHsmmHotspots.broadPeak.gz"
"HSMM","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002450","GSM1014514","Stam","UW","DS14426","lmax-v1.0","36df42035ca54959ed28c48e2ec7ff93",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.7M",4894,,"wgEncodeUwDgfHsmmPk",,"narrowPeak","Peaks","wgEncodeUwDgfHsmmPk.narrowPeak.gz","wgEncodeUwDgfHsmmPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHsmmPk.narrowPeak.gz"
"HSMM","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002450","GSM1014514","Stam","UW","DS14426","WindowDensity-bin20-win+/-75","36145f9642b04bdbed7e50c459ab2234",,"hg19","wgEncode",,"Illumina_HiSeq_2000","347M",4894,,"wgEncodeUwDgfHsmmRaw",,"bigWig","RawSignal","wgEncodeUwDgfHsmmRaw.bigWig","wgEncodeUwDgfHsmmRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHsmmRaw.bigWig"
"HSMM","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-09-27#,#2012-06-27#,"wgEncodeEH002450","GSM1014514","Stam","UW","DS14426",,"6c0e90113543f2e0abca33cd870691b1",,"hg19","wgEncode",,"Illumina_HiSeq_2000","569M",4894,,"wgEncodeUwDgfHsmmSig",,"bigWig","Signal","wgEncodeUwDgfHsmmSig.bigWig","wgEncodeUwDgfHsmmSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHsmmSig.bigWig"
"HUVEC","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-12-16#,#2012-09-15#,"wgEncodeEH002460","GSM1014528","Stam","UW","DS10060","Hotspot-v5.2","833077c5394f2d0d23a3d33582667b3f",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.9M",5233,,"wgEncodeUwDgfHuvecHotspots",,"broadPeak","Hotspots","wgEncodeUwDgfHuvecHotspots.broadPeak.gz","wgEncodeUwDgfHuvecHotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHuvecHotspots.broadPeak.gz"
"HUVEC","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-12-16#,#2012-09-15#,"wgEncodeEH002460","GSM1014528","Stam","UW","DS10060","lmax-v1.0","c643aaefbce12bd346f0ba3701da9024",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.3M",5233,,"wgEncodeUwDgfHuvecPk",,"narrowPeak","Peaks","wgEncodeUwDgfHuvecPk.narrowPeak.gz","wgEncodeUwDgfHuvecPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHuvecPk.narrowPeak.gz"
"HUVEC","wgEncodeUwDgf","DnaseDgf","ENCODE Mar 2012 Freeze",,#2011-12-16#,#2012-09-15#,"wgEncodeEH002460","GSM1014528","Stam","UW","DS10060","WindowDensity-bin20-win+/-75","803747e018e8382a358973acfc85ce81",,"hg19","wgEncode",,"Illumina_HiSeq_2000","401M",5233,,"wgEncodeUwDgfHuvecRaw",,"bigWig","RawSignal","wgEncodeUwDgfHuvecRaw.bigWig","wgEncodeUwDgfHuvecRaw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfHuvecRaw.bigWig"
