"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","md5sum","obj_status","orig_assembly","project","replicate","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"HPAF","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-08-19#,#2011-05-19#,"wgEncodeEH000817","GSM580033","Stam","UW",,"4b38d479ea0b6ac4ff2ebf41f3d7f4e5",,,"wgEncode",1,"22M",2109,,"wgEncodeUwAffyExonArrayHpafSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHpafSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayHpafSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHpafSimpleSignalRep1.broadPeak.gz"
"HPAF","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-08-19#,#2011-05-19#,"wgEncodeEH000817","GSM580034","Stam","UW",,"363c4cb39186208cc7c63808f3419f1e",,,"wgEncode",2,"22M",2109,,"wgEncodeUwAffyExonArrayHpafSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHpafSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayHpafSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHpafSimpleSignalRep2.broadPeak.gz"
"HPdLF","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-08-19#,#2011-05-19#,"wgEncodeEH000819","GSM580025","Stam","UW",,"53c9f092d9cebae309c5b916febed028",,,"wgEncode",1,"21M",2109,,"wgEncodeUwAffyExonArrayHpdlfSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHpdlfSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayHpdlfSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHpdlfSimpleSignalRep1.broadPeak.gz"
"HPdLF","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-08-19#,#2011-05-19#,"wgEncodeEH000819","GSM580026","Stam","UW",,"cc4238bf69125bf80398242403c51a25",,,"wgEncode",2,"21M",2109,,"wgEncodeUwAffyExonArrayHpdlfSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHpdlfSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayHpdlfSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHpdlfSimpleSignalRep2.broadPeak.gz"
"HPF","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-08-19#,#2011-05-19#,"wgEncodeEH000818","GSM580035","Stam","UW",,"4a4344384ed5892a51c6c9287fc37204",,,"wgEncode",1,"22M",2109,,"wgEncodeUwAffyExonArrayHpfSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHpfSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayHpfSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHpfSimpleSignalRep1.broadPeak.gz"
"HPF","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-08-19#,#2011-05-19#,"wgEncodeEH000818","GSM580036","Stam","UW",,"d89fb5e2c53209ef3268afebd6abb1de",,,"wgEncode",2,"21M",2109,,"wgEncodeUwAffyExonArrayHpfSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHpfSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayHpfSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHpfSimpleSignalRep2.broadPeak.gz"
"HRCEpiC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-06-29#,#2010-03-29#,"wgEncodeEH000355","GSM472920","Stam","UW",,"8668ad112cd8902d393ff7f7e38cab49",,"hg18","wgEncode",1,"22M",2110,,"wgEncodeUwAffyExonArrayHrceSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHrceSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayHrceSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHrceSimpleSignalRep1.broadPeak.gz"
"HRCEpiC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-06-29#,#2010-03-29#,"wgEncodeEH000355","GSM472921","Stam","UW",,"e605ddeb1fdbf3fe001f2487ff29cfb6",,"hg18","wgEncode",2,"22M",2110,,"wgEncodeUwAffyExonArrayHrceSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHrceSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayHrceSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHrceSimpleSignalRep2.broadPeak.gz"
"HRE","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-06-29#,#2010-03-29#,"wgEncodeEH000356","GSM472919","Stam","UW",,"a5910eb03089beb7e26ed32ffe43523e",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArrayHreSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHreSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayHreSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHreSimpleSignalRep1.broadPeak.gz"
"HRE","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-06-29#,#2010-03-29#,"wgEncodeEH000356","GSM472918","Stam","UW",,"d6189242192e6b4812597fa0f5d04c09",,"hg18","wgEncode",2,"22M",2110,,"wgEncodeUwAffyExonArrayHreSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHreSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayHreSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHreSimpleSignalRep2.broadPeak.gz"
"HRGEC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-03-10#,#2011-12-10#,"wgEncodeEH000832","GSM651572","Stam","UW",,"1e117debef3094e45d76bf5301595fa7",,,"wgEncode",1,"22M",3816,"V2 - lab labeling error","wgEncodeUwAffyExonArrayHrgecSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHrgecSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayHrgecSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHrgecSimpleSignalRep1.broadPeak.gz"
"HRGEC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-03-10#,#2011-12-10#,"wgEncodeEH000832","GSM651573","Stam","UW",,"68574016f6f83a737bb30870adcdab48",,,"wgEncode",2,"22M",3816,"V2 - lab labeling error","wgEncodeUwAffyExonArrayHrgecSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHrgecSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayHrgecSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHrgecSimpleSignalRep2.broadPeak.gz"
"HRPEpiC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000389","GSM510514","Stam","UW",,"ee5a433882ba397ff51ed082a85d1f41",,"hg18","wgEncode",1,"22M",2110,,"wgEncodeUwAffyExonArrayHrpeSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHrpeSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayHrpeSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHrpeSimpleSignalRep1.broadPeak.gz"
"HRPEpiC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000389","GSM510515","Stam","UW",,"39b929add81f6dc5b2f6ba4e76cc3471",,"hg18","wgEncode",2,"22M",2110,,"wgEncodeUwAffyExonArrayHrpeSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHrpeSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayHrpeSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHrpeSimpleSignalRep2.broadPeak.gz"
"HSMM","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-03-10#,#2011-12-10#,"wgEncodeEH000833","GSM651574","Stam","UW",,"1d17b56fefe3487c7b617bf20f5f27d9",,,"wgEncode",1,"22M",3816,"V2 - lab labeling error","wgEncodeUwAffyExonArrayHsmmSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHsmmSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayHsmmSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHsmmSimpleSignalRep1.broadPeak.gz"
"HSMM","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-03-10#,#2011-12-10#,"wgEncodeEH000833","GSM651575","Stam","UW",,"1c1116c7fc3cefb56a447c9b7b3204b0",,,"wgEncode",2,"22M",3816,"V2 - lab labeling error","wgEncodeUwAffyExonArrayHsmmSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHsmmSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayHsmmSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHsmmSimpleSignalRep2.broadPeak.gz"
"HSMMtube","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-10#,"wgEncodeEH000826","GSM651576","Stam","UW",,"616e4bc4bd5315207334fc76d16f49a3",,,"wgEncode",1,"22M",3216,,"wgEncodeUwAffyExonArrayHsmmtSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHsmmtSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayHsmmtSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHsmmtSimpleSignalRep1.broadPeak.gz"
"HSMMtube","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH000826","GSM824861","Stam","UW","RS17572","c0df6f6a2c63eb4201f2f7a2fe6717f7",,,"wgEncode",2,"22M",5011,,"wgEncodeUwAffyExonArrayHsmmtSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHsmmtSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayHsmmtSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHsmmtSimpleSignalRep2.broadPeak.gz"
"HUVEC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-09-21#,#2010-06-21#,"wgEncodeEH000368","GSM472935","Stam","UW",,"c6f83663ec84170f74b628d18bfdbd13",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArrayHuvecSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHuvecSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayHuvecSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHuvecSimpleSignalRep1.broadPeak.gz"
"HUVEC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-10#,"wgEncodeEH000368","GSM651577","Stam","UW",,"819213d4a73deee17bf1f47d57bdb616",,,"wgEncode",2,"22M",3216,,"wgEncodeUwAffyExonArrayHuvecSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHuvecSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayHuvecSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHuvecSimpleSignalRep2.broadPeak.gz"
"HVMF","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-08-19#,#2011-05-19#,"wgEncodeEH000820","GSM580037","Stam","UW",,"7e2d1d9c96174fef814e12f959534979",,,"wgEncode",1,"21M",2109,,"wgEncodeUwAffyExonArrayHvmfSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHvmfSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayHvmfSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHvmfSimpleSignalRep1.broadPeak.gz"
"HVMF","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-08-19#,#2011-05-19#,"wgEncodeEH000820","GSM580038","Stam","UW",,"7d68f4fde89359e59d5b03668666ea12",,,"wgEncode",2,"22M",2109,,"wgEncodeUwAffyExonArrayHvmfSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayHvmfSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayHvmfSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayHvmfSimpleSignalRep2.broadPeak.gz"
"Jurkat","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-09-21#,#2010-06-21#,"wgEncodeEH000369","GSM472928","Stam","UW",,"be4733fceabba4fdb3cf35fc1e41d713",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArrayJurkatSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayJurkatSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayJurkatSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayJurkatSimpleSignalRep1.broadPeak.gz"
"Jurkat","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000369","GSM510511","Stam","UW",,"0d2697e2daf6283be15f097e31ff27c7",,"hg18","wgEncode",2,"22M",2110,,"wgEncodeUwAffyExonArrayJurkatSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayJurkatSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayJurkatSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayJurkatSimpleSignalRep2.broadPeak.gz"
"K562","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-07-02#,#2010-04-02#,"wgEncodeEH000362","GSM472926","Stam","UW",,"40f55f72b5b616ad17fbd87f87e60ec0",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArrayK562SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayK562SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayK562SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayK562SimpleSignalRep1.broadPeak.gz"
"K562","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-09-21#,#2010-06-21#,"wgEncodeEH000362","GSM472927","Stam","UW",,"0d52361033fe085d68e53ccce045ea7d",,"hg18","wgEncode",2,"21M",2110,,"wgEncodeUwAffyExonArrayK562SimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayK562SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayK562SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayK562SimpleSignalRep2.broadPeak.gz"
"K562","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jul 2012 Freeze",,#2012-07-10#,#2013-04-09#,"wgEncodeEH002980",,"Stam","UW","RS17367","64982ccfd571276575cb8015bccb6727","revoked - data is mixed and merged with other experiments",,"wgEncode",1,"22M",7341,,"wgEncodeUwAffyExonArrayK562Znf4c50c4SimpleSignalRep1","ZNF_knockout_4C50_C4","broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayK562Znf4c50c4SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayK562Znf4c50c4SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayK562Znf4c50c4SimpleSignalRep1.broadPeak.gz"
"K562","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jul 2012 Freeze",,#2012-07-10#,#2013-04-09#,"wgEncodeEH002980",,"Stam","UW","RS17335","84e6bf3a2a69fc0b3f51de71b2286424","revoked - data is mixed and merged with other experiments",,"wgEncode",2,"22M",7341,,"wgEncodeUwAffyExonArrayK562Znf4c50c4SimpleSignalRep2","ZNF_knockout_4C50_C4","broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayK562Znf4c50c4SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayK562Znf4c50c4SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayK562Znf4c50c4SimpleSignalRep2.broadPeak.gz"
"K562","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jul 2012 Freeze",,#2012-07-10#,#2013-04-09#,"wgEncodeEH002981",,"Stam","UW","RS17179","aa593ae0a9d17255ad81bd1da318dcc7","revoked - data is mixed and merged with other experiments",,"wgEncode",1,"21M",7341,,"wgEncodeUwAffyExonArrayK562Znfa41c6SimpleSignalRep1","ZNF_knockout_A4.1-C6","broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayK562Znfa41c6SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayK562Znfa41c6SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayK562Znfa41c6SimpleSignalRep1.broadPeak.gz"
"K562","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jul 2012 Freeze",,#2012-07-10#,#2013-04-09#,"wgEncodeEH002981",,"Stam","UW","RS17334","9fdd4837ac0ae5a552115c25740a16eb","revoked - data is mixed and merged with other experiments",,"wgEncode",2,"22M",7341,,"wgEncodeUwAffyExonArrayK562Znfa41c6SimpleSignalRep2","ZNF_knockout_A4.1-C6","broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayK562Znfa41c6SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayK562Znfa41c6SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayK562Znfa41c6SimpleSignalRep2.broadPeak.gz"
"K562","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jul 2012 Freeze",,#2012-07-10#,#2013-04-09#,"wgEncodeEH002982",,"Stam","UW","RS17339","e3b1cb61393b1b0f6084caa2c5ced2b8","revoked - data is mixed and merged with other experiments",,"wgEncode",1,"22M",7341,,"wgEncodeUwAffyExonArrayK562Znff41b2SimpleSignalRep1","ZNF_knockout_F4.1-B2","broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayK562Znff41b2SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayK562Znff41b2SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayK562Znff41b2SimpleSignalRep1.broadPeak.gz"
"K562","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jul 2012 Freeze",,#2012-07-10#,#2013-04-09#,"wgEncodeEH002982",,"Stam","UW","RS17366","dd34f964e1350f478256a42b0f544f4b","revoked - data is mixed and merged with other experiments",,"wgEncode",2,"22M",7341,,"wgEncodeUwAffyExonArrayK562Znff41b2SimpleSignalRep2","ZNF_knockout_F4.1-B2","broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayK562Znff41b2SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayK562Znff41b2SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayK562Znff41b2SimpleSignalRep2.broadPeak.gz"
"K562","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jul 2012 Freeze",,#2012-07-10#,#2013-04-09#,"wgEncodeEH002983",,"Stam","UW","RS17337","ceb018c757fe425967829df50fb1d724","revoked - data is mixed and merged with other experiments",,"wgEncode",1,"22M",7341,,"wgEncodeUwAffyExonArrayK562Znfp5SimpleSignalRep1","ZNF_knockout_P5","broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayK562Znfp5SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayK562Znfp5SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayK562Znfp5SimpleSignalRep1.broadPeak.gz"
"K562","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jul 2012 Freeze",,#2012-07-10#,#2013-04-09#,"wgEncodeEH002983",,"Stam","UW","RS17338","88f8276c44e54c0ded79ab4e1676210d","revoked - data is mixed and merged with other experiments",,"wgEncode",2,"22M",7341,,"wgEncodeUwAffyExonArrayK562Znfp5SimpleSignalRep2","ZNF_knockout_P5","broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayK562Znfp5SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayK562Znfp5SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayK562Znfp5SimpleSignalRep2.broadPeak.gz"
"LNCaP","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-10#,"wgEncodeEH000827","GSM651578","Stam","UW",,"b866e75f4669ac656cfe387aa9bd2b98",,,"wgEncode",1,"21M",3216,,"wgEncodeUwAffyExonArrayLncapSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayLncapSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayLncapSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayLncapSimpleSignalRep1.broadPeak.gz"
"LNCaP","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-10#,"wgEncodeEH000827","GSM651579","Stam","UW",,"d03059611898499dc89a54e8e1ce658e",,,"wgEncode",2,"22M",3216,,"wgEncodeUwAffyExonArrayLncapSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayLncapSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayLncapSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayLncapSimpleSignalRep2.broadPeak.gz"
"MCF-7","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-09-21#,#2010-06-21#,"wgEncodeEH000370","GSM472936","Stam","UW",,"c74c6567cc184a438136032b896dfa77",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArrayMcf7SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayMcf7SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayMcf7SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayMcf7SimpleSignalRep1.broadPeak.gz"
